Timestamp,No.,Ticker,Company,Country,Market Cap,P/E,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Interest,Performance (1 Minute),Performance (2 Minutes),Performance (3 Minutes),Performance (5 Minutes),Performance (15 Minutes),Performance (30 Minutes),Performance (1 Hour),Performance (2 Hours),Performance (4 Hours),Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,Earnings Date,Change from Open,Gap,Average Volume,Relative Volume,Volume,Prev Close,High,Low,Price,Change,After-Hours Close,After-Hours Change
2024-07-19 08:29:21,12,NAAS,Naas Technology Inc ADR,China,38.55,,4.15,0.95%,0.00%,13.63%,-49.55%,1.72%,0.07,0.00%,-1.50%,-1.60%,-0.97%,-2.03%,-4.17%,-0.22%,6.23%,5.02%,118.52%,63.12%,-55.34%,-61.02%,-90.78%,-69.74%,1.44,58.80%,35.74%,142.58%,25.05%,-68.62%,5/9/2024 4:30:00 PM,3.37%,10.01%,2098.54,22.81,2393901,8.09,10.20,8.60,9.20,13.72%,,
2024-07-19 08:29:21,13,NVD,GraniteShares 2x Short NVDA Daily ETF,USA,,,,,,,,,,0.04%,-0.41%,-0.41%,0.48%,0.89%,0.89%,0.44%,1.80%,0.44%,14.14%,20.21%,-60.07%,-85.10%,,-88.13%,0.20,8.10%,9.03%,6.81%,-19.66%,-81.56%,,0.44%,1.35%,20837.37,2.98,3108705,2.22,2.29,2.21,2.26,1.80%,,
2024-07-19 08:29:21,14,NVDQ,T-Rex 2X Inverse NVIDIA Daily Target ETF,USA,,,,,,,,,,0.32%,0.16%,0.00%,0.65%,1.15%,1.31%,0.98%,1.82%,0.16%,13.88%,19.18%,-60.20%,-85.18%,,-89.06%,0.54,8.04%,9.01%,6.72%,-19.88%,-80.85%,,0.49%,1.16%,5404.79,2.74,741707,6.05,6.16,6.03,6.15,1.65%,,
2024-07-19 08:29:21,15,NVOS,Novo Integrated Sciences Inc,USA,12.35,,15.67,6.82%,0.00%,5.17%,8.10%,6.23%,0.98,2.07%,-0.01%,2.55%,3.52%,4.02%,0.71%,-3.81%,2.54%,1.35%,36.32%,-10.26%,57.57%,7.39%,-38.24%,-10.49%,0.11,10.92%,13.29%,7.71%,4.98%,-32.42%,1/22/2024 4:30:00 PM,-0.45%,22.56%,7059.19,19.67,6942341,0.60,0.84,0.69,0.73,22.02%,,
2024-07-19 08:29:21,16,PALI,Palisade Bio Inc,USA,4.33,,0.91,2.30%,148.01%,6.62%,,2.61%,0.02,-1.28%,-2.95%,-1.92%,-1.92%,-1.50%,-0.65%,-7.80%,-7.80%,5.49%,1.54%,-1.71%,-9.07%,-42.01%,-85.71%,-47.91%,0.39,7.24%,6.83%,2.72%,-7.90%,-33.10%,5/14/2024 8:30:00 AM,5.49%,0.46%,640.19,6.05,193759,4.35,5.38,4.22,4.61,5.98%,,
2024-07-19 08:29:21,17,RR,Richtech Robotics Inc.,USA,83.35,,14.74,77.75%,0.00%,0.08%,,2.79%,0.41,0.00%,2.31%,0.66%,-0.13%,2.30%,2.30%,1.51%,1.48%,-0.92%,9.42%,2.30%,-6.10%,-84.23%,,-78.85%,0.11,11.78%,8.41%,1.85%,1.77%,-54.07%,,-0.92%,5.83%,301.81,7.10,107207,1.20,1.28,1.21,1.26,4.86%,,
2024-07-19 08:29:21,18,S,SentinelOne Inc,USA,6966.68,,262.98,15.95%,-2.79%,58.82%,10.89%,4.31%,11.33,0.03%,0.12%,0.53%,0.85%,2.38%,2.71%,2.14%,4.74%,2.80%,9.47%,22.62%,8.04%,-9.92%,43.57%,-18.85%,0.97,4.40%,3.84%,10.86%,11.59%,1.84%,5/30/2024 4:30:00 PM,2.71%,7.65%,4701.74,4.51,1060701,20.14,22.79,20.60,22.27,10.56%,,
2024-07-19 08:29:21,19,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo. ADR,Brazil,10163.79,13.94,683.42,0.01%,0.00%,10.52%,0.39%,0.39%,2.65,0.13%,-0.40%,-0.20%,-0.20%,2.27%,2.27%,2.27%,2.27%,2.27%,-2.62%,11.80%,-3.92%,-0.96%,33.83%,-0.70%,0.45,2.31%,2.98%,2.50%,2.14%,2.74%,5/10/2024 4:30:00 PM,1.64%,-0.75%,1048.48,2.66,139300,14.74,14.99,14.48,14.87,0.88%,,
2024-07-19 08:29:21,20,SERV,Serve Robotics Inc,USA,158.05,,23.48,36.70%,0.46%,,,5.50%,1.29,-0.47%,-2.29%,-1.62%,-0.93%,-3.18%,-3.84%,0.71%,-9.76%,-9.94%,86.03%,107.80%,36.98%,,,-82.96%,0.45,9.32%,11.78%,99.53%,68.00%,13.49%,05/29/2024,-4.70%,69.96%,638.12,417.70,13327232,2.63,4.93,4.19,4.26,61.98%,,
2024-07-19 08:29:21,21,SGD,Safe and Green Development Corp,USA,6.49,,8.94,44.26%,0.00%,1.69%,,4.79%,0.43,-1.00%,-1.12%,-0.10%,-1.24%,-1.46%,-1.96%,-0.95%,-0.78%,-10.08%,1.77%,-4.98%,-35.73%,-43.78%,,-71.08%,0.04,10.54%,7.45%,0.04%,-16.02%,-59.06%,,-8.60%,19.79%,3502.27,50.74,8884709,0.37,0.45,0.39,0.40,9.49%,,
2024-07-19 08:29:21,22,SHPH,Shuttle Pharmaceuticals Holdings Inc,USA,8.81,,9.21,45.14%,-0.02%,0.39%,394.26%,0.34%,0.03,0.00%,1.94%,0.88%,1.35%,-11.17%,-2.23%,10.43%,14.13%,14.13%,23.73%,38.09%,30.79%,17.90%,-48.53%,15.38%,0.06,10.41%,9.31%,30.16%,22.67%,16.69%,,14.13%,0.00%,66.56,2424.55,8068378,0.46,0.72,0.46,0.52,14.13%,,
2024-07-19 08:29:21,23,SRFM,Surf Air Mobility Inc,USA,27.66,,63.58,27.13%,0.00%,8.88%,,3.24%,2.06,0.00%,0.00%,0.00%,0.00%,-0.03%,-8.78%,-8.30%,-14.32%,-14.32%,-22.13%,-0.69%,-35.92%,-75.98%,,-79.55%,0.06,15.84%,15.40%,-16.92%,-13.52%,-63.52%,5/14/2024 4:30:00 PM,-1.49%,8.31%,888.19,2.56,113590,0.30,0.37,0.30,0.32,6.70%,,
2024-07-19 08:29:21,24,SXTP,60 Degrees Pharmaceuticals Inc,USA,6.02,,9.32,23.67%,8.48%,3.98%,,2.95%,0.27,0.92%,2.30%,1.38%,6.65%,7.58%,8.31%,6.30%,19.85%,45.04%,100.69%,84.19%,99.92%,-32.78%,-85.07%,-51.70%,0.04,7.88%,9.38%,97.43%,86.59%,4.98%,5/15/2024 8:30:00 AM,44.53%,38.58%,760.44,1616.77,61472377,0.25,0.53,0.31,0.49,100.28%,,
2024-07-19 08:29:21,25,TKC,Turkcell Iletisim Hizmetleri A.S. ADR,Turkey,7227.11,15.11,872.83,0.00%,,3.74%,8.01%,0.03%,0.28,0.12%,0.12%,0.00%,0.12%,0.00%,0.12%,-0.36%,-0.36%,-0.36%,1.22%,12.20%,46.81%,56.52%,91.67%,72.14%,0.21,1.98%,2.26%,6.00%,12.58%,46.05%,5/27/2024 8:30:00 AM,-0.48%,2.21%,457.61,6.26,143297,8.14,8.33,8.16,8.28,1.72%,,
2024-07-19 08:29:21,26,TSDD,GraniteShares 2x Short TSLA Daily ETF,USA,,,,,,,,,,0.22%,0.22%,0.22%,0.45%,-0.11%,0.56%,1.36%,1.24%,0.34%,-0.11%,-49.92%,-73.05%,-54.44%,,-42.39%,1.24,11.52%,10.53%,-25.59%,-46.82%,-57.91%,,0.34%,0.56%,1094.69,2.61,142691,8.89,8.98,8.83,8.97,0.90%,,
2024-07-19 08:29:21,27,TSLZ,T-Rex 2X Inverse Tesla Daily Target ETF,USA,,,,,,,,,,-0.01%,0.24%,0.48%,1.02%,0.68%,1.04%,1.84%,1.47%,1.25%,0.04%,-49.48%,-72.79%,-53.92%,,-37.16%,2.01,11.63%,10.64%,-25.13%,-46.41%,-56.14%,,1.54%,-0.28%,3445.35,3.04,524040,14.10,14.53,13.99,14.28,1.25%,,
2024-07-19 08:29:21,28,UNCY,Unicycive Therapeutics Inc,USA,37.70,,63.30,26.12%,0.00%,21.53%,-2.92%,2.32%,1.47,0.00%,0.00%,0.00%,0.00%,3.26%,0.43%,2.80%,1.15%,0.00%,-11.09%,-31.87%,-59.63%,-48.82%,-64.80%,-49.29%,0.06,10.08%,14.78%,-12.22%,-40.31%,-51.98%,5/13/2024 4:30:00 PM,0.00%,8.00%,889.21,27.61,1227629,0.41,0.45,0.42,0.44,8.00%,,
2024-07-19 08:29:21,29,VIRI,Virios Therapeutics Inc,USA,7.34,,23.36,15.84%,0.00%,2.44%,72.61%,1.34%,0.31,0.00%,0.00%,-0.04%,-0.04%,0.19%,5.29%,2.80%,5.80%,3.77%,5.80%,6.22%,-41.21%,-68.15%,-87.28%,-54.00%,0.04,16.48%,14.59%,6.43%,1.45%,-44.21%,5/9/2024 8:30:00 AM,3.77%,-3.12%,1492.33,3.39,252607,0.26,0.26,0.25,0.26,0.53%,,
2024-07-19 08:29:21,30,WBS,Webster Financial Corp.,USA,8488.76,10.12,169.81,0.97%,-3.71%,87.48%,-0.94%,1.94%,3.29,0.00%,0.00%,0.00%,0.00%,0.16%,0.16%,2.13%,2.13%,2.13%,5.93%,21.41%,9.34%,0.79%,11.66%,-2.48%,1.28,2.95%,2.64%,11.57%,12.74%,8.72%,7/23/2024 8:30:00 AM,2.13%,0.00%,1299.02,6.08,394711,48.47,49.52,48.47,49.50,2.13%,,
2024-07-19 08:29:21,31,ZSL,ProShares UltraShort Silver -2x Shares,USA,,,,,,,,,,0.00%,-0.18%,-0.18%,-0.18%,0.26%,0.98%,1.07%,1.51%,1.70%,12.80%,2.71%,-11.45%,-43.06%,-31.88%,-37.66%,0.55,4.48%,3.69%,7.67%,3.79%,-30.87%,,1.70%,4.00%,1520.89,2.32,176380,10.75,11.40,11.14,11.37,5.77%,,
2024-07-19 08:44:21,1,AAPU,Direxion Daily AAPL Bull 2X Shares,USA,,,,,,,,,,-0.11%,0.10%,-0.49%,-0.91%,0.27%,-0.54%,-0.94%,-0.54%,-0.03%,-4.88%,8.16%,73.25%,39.48%,25.81%,34.44%,1.63,4.36%,4.32%,2.56%,17.19%,38.58%,,0.46%,0.36%,964.26,2.23,180639,36.55,37.26,36.60,36.85,0.82%,,
2024-07-19 08:44:21,2,ABT,Abbott Laboratories,USA,174679.73,31.28,1727.15,0.72%,-0.73%,76.41%,0.27%,0.75%,13.00,-0.14%,0.05%,-0.34%,-0.55%,0.55%,0.28%,-0.19%,-0.04%,-0.09%,-3.65%,-3.44%,-4.61%,-11.93%,-6.40%,-8.77%,1.96,2.24%,1.79%,-3.21%,-3.40%,-5.74%,7/18/2024 8:30:00 AM,-0.13%,0.47%,5854.39,2.54,1248277,100.07,101.73,100.36,100.41,0.34%,,
2024-07-19 08:44:21,3,AMIX,Autonomix Medical Inc.,USA,29.12,,8.19,56.40%,0.00%,0.18%,,0.39%,0.03,-1.27%,-1.27%,-16.67%,-10.44%,7.64%,4.73%,5.41%,5.44%,12.32%,150.81%,38.39%,-45.61%,,,-69.43%,0.31,41.02%,26.25%,70.70%,-5.07%,-43.99%,,11.51%,2.96%,3692.73,36.80,11429129,1.35,1.93,1.39,1.55,14.81%,,
2024-07-19 08:44:21,4,APVO,Aptevo Therapeutics Inc,USA,3.80,,7.69,0.11%,0.00%,0.30%,5.93%,4.53%,0.35,-0.04%,-1.20%,-1.08%,-0.64%,12.20%,12.13%,12.90%,14.76%,14.63%,57.78%,-13.23%,-35.88%,-92.66%,-98.73%,-93.80%,0.09,25.34%,16.38%,24.43%,-22.59%,-91.25%,5/8/2024 8:30:00 AM,6.84%,-1.89%,6282.88,2.74,1445395,0.47,0.51,0.44,0.49,4.82%,,
2024-07-19 08:44:21,5,AUGX,Augmedix Inc,USA,111.16,,47.45,3.11%,-22.99%,82.90%,0.68%,4.30%,2.04,-0.22%,0.00%,-0.22%,0.00%,0.00%,-0.43%,-0.01%,0.00%,10.19%,147.65%,202.67%,-24.58%,-54.05%,-49.56%,-61.20%,0.16,4.64%,7.56%,151.72%,106.01%,-39.19%,5/13/2024 4:30:00 PM,0.44%,146.62%,738.16,147.17,9136614,0.92,2.28,2.26,2.27,147.71%,,
2024-07-19 08:44:21,6,BCTX,BriaCell Therapeutics Corp,Canada,13.98,,15.46,15.45%,47.00%,12.04%,,3.64%,0.56,-1.92%,0.53%,0.53%,0.53%,1.73%,1.74%,1.49%,0.66%,0.66%,-13.49%,-42.91%,-64.38%,-82.61%,-88.05%,-86.92%,0.12,13.80%,13.10%,-25.14%,-44.18%,-76.71%,6/17/2024 8:30:00 AM,-2.17%,2.89%,341.96,5.40,150664,0.76,0.78,0.75,0.76,0.66%,,
2024-07-19 08:44:21,7,BITU,ProShares Ultra Bitcoin ETF,USA,,,,,,,,,,-0.10%,-0.23%,-0.41%,-0.01%,1.95%,1.37%,1.44%,2.19%,2.22%,24.79%,-2.94%,-6.36%,,,-15.48%,2.14,5.26%,5.12%,10.66%,-4.07%,-6.31%,,1.91%,1.88%,879.24,3.63,268616,29.23,30.52,29.68,30.35,3.83%,,
2024-07-19 08:44:21,8,CAAS,China Automotive Systems Inc,China,118.04,3.02,10.65,64.73%,0.00%,4.45%,16.42%,0.15%,0.02,0.77%,0.49%,1.56%,-2.00%,2.09%,-3.10%,-1.76%,-0.51%,1.56%,11.40%,1.56%,5.96%,26.95%,-23.48%,21.05%,0.18,4.45%,3.97%,9.03%,6.39%,12.23%,5/14/2024 8:30:00 AM,2.09%,9.12%,35.94,111.81,337945,3.51,4.02,3.81,3.91,11.40%,,
2024-07-19 08:44:21,9,CLDI,Calidi Biotherapeutics Inc,USA,11.28,,,,,3.80%,-86.33%,,0.10,0.38%,-0.42%,0.41%,-1.26%,-2.32%,-4.48%,-0.77%,3.38%,3.38%,11.02%,-10.79%,9.84%,-85.48%,-98.33%,-88.36%,0.29,20.68%,13.13%,-2.94%,-15.70%,-83.41%,5/14/2024 4:30:00 PM,-2.36%,10.43%,214.55,5.79,104430,1.63,1.80,1.76,1.76,7.82%,,
2024-07-19 08:44:21,10,CONL,GraniteShares 2x Long COIN Daily ETF,USA,,,,,,,,,,-0.38%,-0.93%,-0.91%,0.41%,3.05%,1.21%,1.66%,2.66%,3.09%,18.13%,-1.87%,2.16%,152.82%,168.24%,50.32%,5.82,14.59%,10.49%,8.34%,3.09%,34.62%,,3.05%,1.64%,2587.30,2.15,468608,48.71,51.49,48.82,51.02,4.74%,,
2024-07-19 08:44:21,11,CONY,YieldMax COIN Option Income Strategy ETF,USA,,,,,,,,,,-0.06%,-0.26%,-0.37%,0.26%,0.89%,0.36%,0.63%,0.95%,0.95%,0.47%,-10.28%,-18.18%,-2.10%,,-33.79%,0.94,4.37%,3.84%,-3.83%,-10.61%,-16.47%,,1.11%,1.23%,1179.23,2.18,216561,18.69,19.20,18.75,19.13,2.35%,,
2024-07-19 08:44:21,12,COST,Costco Wholesale Corp,USA,374706.96,52.39,442.34,0.22%,-1.77%,69.79%,0.27%,1.62%,7.15,-0.12%,-0.26%,-0.45%,-0.15%,0.96%,0.57%,0.57%,0.62%,0.70%,0.27%,-2.93%,18.83%,22.97%,56.00%,28.05%,15.19,1.73%,1.73%,-1.44%,1.64%,20.37%,5/30/2024 4:30:00 PM,0.96%,-0.26%,1869.03,2.67,419128,839.37,848.88,836.51,845.21,0.70%,,
2024-07-19 08:44:21,13,DHI,D.R. Horton Inc.,USA,58126.51,12.02,289.60,12.06%,-0.07%,84.32%,0.09%,2.38%,6.89,0.09%,0.03%,-0.20%,0.65%,1.45%,2.02%,1.69%,1.76%,1.31%,14.81%,26.62%,21.00%,15.72%,38.06%,16.14%,5.67,4.17%,2.81%,21.95%,21.36%,25.80%,7/18/2024 8:30:00 AM,1.16%,0.62%,2523.36,2.38,505100,173.42,176.93,171.14,176.51,1.78%,,
2024-07-19 08:44:21,14,DOG,ProShares Short Dow30 -1x Shares,USA,,,,,,,,,,0.09%,0.05%,0.05%,-0.11%,0.05%,0.23%,0.23%,0.20%,0.23%,-1.11%,-4.78%,-6.46%,-6.65%,-11.93%,-5.67%,0.29,1.19%,0.92%,-2.15%,-3.20%,-7.09%,,0.13%,0.29%,1135.53,2.33,222235,27.90,28.08,27.94,28.01,0.41%,,
2024-07-19 08:44:21,15,DPST,Direxion Daily Regional Banks Bull 3X Shares,USA,,,,,,,,,,-0.37%,-0.64%,-0.26%,-0.07%,2.85%,2.00%,2.12%,0.69%,2.01%,23.47%,66.86%,69.77%,24.38%,25.06%,4.91%,6.05,9.72%,6.73%,36.97%,42.93%,44.10%,,2.04%,-0.07%,1303.88,2.58,282993,100.03,102.72,98.49,102.00,1.97%,,
2024-07-19 08:44:21,16,DPZ,Dominos Pizza Inc,USA,14268.71,26.71,34.68,0.57%,-15.18%,98.20%,-9.43%,4.77%,1.65,0.20%,0.31%,0.17%,-0.21%,-0.10%,-0.32%,-0.17%,-0.23%,0.04%,-16.77%,-23.34%,-15.07%,-3.96%,4.27%,-0.76%,15.66,3.77%,2.67%,-17.56%,-19.58%,-7.53%,7/18/2024 8:30:00 AM,0.25%,-0.24%,567.93,2.27,108456,409.04,410.00,406.14,409.08,0.01%,,
2024-07-19 08:44:21,17,DUST,Direxion Daily Gold Miners Index Bear -2X Shares,USA,,,,,,,,,,0.40%,0.32%,0.00%,-0.48%,-1.95%,-2.18%,-1.72%,-0.95%,-0.95%,4.14%,-20.10%,-23.23%,-50.98%,-39.27%,-38.37%,0.35,5.15%,4.33%,-9.11%,-13.08%,-39.67%,,-2.33%,5.58%,9793.66,2.02,1663242,6.09,6.45,6.24,6.28,3.12%,,
2024-07-19 08:44:21,18,DXD,ProShares UltraShort Dow 30-2X Shares,USA,,,,,,,,,,0.12%,0.07%,0.13%,-0.25%,0.07%,0.30%,0.30%,0.57%,0.50%,-2.34%,-8.56%,-12.49%,-13.12%,-22.82%,-11.61%,0.63,2.46%,1.86%,-4.30%,-6.03%,-13.93%,,0.17%,0.71%,597.04,3.81,191360,29.74,30.18,29.86,30.00,0.87%,,
2024-07-19 08:44:21,19,ESGU,iShares Trust iShares ESG Aware MSCI USA ETF,USA,,,,,,,,,,-0.03%,-0.09%,-0.16%,0.05%,0.12%,0.09%,0.09%,0.09%,0.09%,-1.31%,1.20%,10.68%,15.50%,20.75%,15.59%,1.08,1.02%,0.77%,0.22%,2.57%,11.91%,,0.17%,-0.07%,882.66,3.98,295773,121.17,121.46,121.02,121.28,0.09%,,
2024-07-19 08:44:21,20,ETHU,2x Ether ETF,USA,,,,,,,,,,0.08%,-0.26%,-0.59%,-0.59%,1.28%,1.11%,0.85%,1.54%,1.20%,19.72%,-3.58%,,,,-23.37%,0.93,6.25%,5.25%,4.64%,-3.09%,-3.09%,,1.37%,-0.26%,991.51,2.21,184604,11.71,11.94,11.69,11.84,1.11%,,
2024-07-19 08:44:21,21,FAZ,Direxion Daily Financial Bear 3x Shares,USA,,,,,,,,,,0.22%,0.11%,0.00%,-0.43%,0.33%,0.54%,0.66%,0.88%,0.65%,-5.83%,-14.25%,-21.01%,-34.91%,-45.11%,-32.63%,0.35,4.32%,3.42%,-8.95%,-10.99%,-30.98%,,0.65%,-0.11%,2632.39,2.46,545170,9.16,9.30,9.14,9.21,0.54%,,
2024-07-19 08:44:21,22,FBL,GraniteShares 2x Long META Daily ETF,USA,,,,,,,,,,0.12%,0.00%,-0.12%,-0.33%,2.47%,2.25%,2.51%,2.10%,2.47%,-6.85%,-8.79%,-13.36%,42.33%,15.12%,55.05%,1.56,6.87%,5.67%,-10.58%,-6.07%,3.08%,,2.56%,0.21%,853.48,6.47,464164,23.41,24.26,23.41,24.06,2.78%,,
2024-07-19 08:44:21,23,GDXD,MicroSectors Gold Miners -3X Inverse Leveraged ETNs,USA,,,,,,,,,,0.22%,0.14%,-0.27%,-1.08%,-3.22%,-3.65%,-2.67%,-1.21%,-1.31%,6.25%,-28.12%,-36.80%,-69.48%,-62.82%,-57.97%,1.55,8.17%,6.67%,-14.37%,-20.16%,-59.26%,,-3.81%,8.04%,687.37,4.18,241734,16.42,17.83,17.00,17.06,3.92%,,
2024-07-19 08:44:21,24,HBAN,"Huntington Bancshares, Inc.",USA,21477.88,13.38,1430.44,1.30%,-1.79%,82.33%,1.69%,1.76%,25.21,-0.24%,-0.03%,0.44%,0.47%,-0.60%,3.93%,3.93%,3.64%,4.00%,9.45%,18.94%,12.44%,21.08%,24.75%,16.51%,0.35,2.78%,2.30%,12.03%,10.66%,18.52%,7/19/2024 8:30:00 AM,0.88%,2.73%,17216.76,3.30,4782569,14.30,14.87,14.49,14.82,3.64%,,
2024-07-19 08:44:21,25,HE,"Hawaiian Electric Industries, Inc.",USA,1942.38,10.39,109.90,0.36%,0.00%,58.56%,0.37%,22.81%,25.07,0.06%,-1.83%,-1.95%,-2.14%,-0.51%,-5.17%,-0.23%,1.09%,-1.89%,68.84%,87.34%,72.48%,35.98%,-54.40%,24.10%,1.06,8.91%,7.02%,81.32%,72.76%,48.06%,5/10/2024 4:30:00 PM,-1.71%,40.52%,3368.35,18.53,5250124,12.75,18.18,17.35,17.61,38.12%,,
2024-07-19 08:44:21,26,HEPS,D-MARKET Electronic Services & Trading ADR,Turkey,914.49,138.89,,,,6.00%,,,0.16,0.15%,0.15%,0.15%,0.46%,0.31%,2.21%,2.20%,0.93%,0.93%,0.31%,70.16%,142.54%,99.39%,93.45%,80.56%,0.20,9.71%,7.34%,22.60%,50.66%,98.05%,6/13/2024 8:30:00 AM,2.52%,-1.25%,648.14,2.66,141006,3.21,3.27,3.17,3.25,1.25%,,
2024-07-19 08:44:21,27,HOLI,Hollysys Automation Technologies Ltd,China,1633.37,21.66,48.10,22.67%,0.00%,71.52%,1.21%,11.10%,5.34,-0.02%,-0.04%,-0.08%,-0.04%,-0.04%,0.08%,0.15%,0.11%,0.11%,3.92%,22.83%,8.02%,1.98%,53.75%,-0.34%,0.50,0.90%,1.55%,9.37%,14.42%,10.04%,5/16/2024 4:30:00 PM,0.00%,0.15%,446.44,6.04,226930,26.22,26.29,26.26,26.26,0.15%,,
2024-07-19 08:44:21,28,IHI,iShares U.S. Medical Devices ETF,USA,,,,,,,,,,-0.15%,-0.17%,-0.28%,-0.20%,-0.04%,-0.04%,1.49%,1.49%,1.49%,-0.59%,0.03%,2.93%,1.57%,-0.42%,3.99%,0.80,1.82%,1.29%,0.55%,0.35%,4.19%,,0.22%,1.27%,711.48,2.24,134056,55.30,56.36,55.92,56.12,1.49%,,
2024-07-19 08:44:21,29,ISRG,Intuitive Surgical Inc,USA,158736.28,80.75,352.27,0.69%,-10.35%,86.15%,-0.44%,1.38%,4.87,-0.44%,-0.38%,-0.98%,-0.99%,-0.25%,0.80%,1.08%,1.98%,2.41%,0.75%,2.88%,20.10%,20.32%,27.97%,32.65%,11.10,2.37%,1.95%,2.18%,6.99%,23.26%,7/18/2024 4:30:00 PM,-0.44%,8.02%,1389.51,5.48,640547,416.14,456.81,439.00,447.51,7.54%,,
2024-07-19 08:44:21,30,JDST,Direxion Daily Junior Gold Miners Index Bear -2X Shares,USA,,,,,,,,,,0.38%,0.25%,-0.09%,-0.65%,-2.18%,-2.81%,-1.94%,-1.18%,-1.18%,6.41%,-18.28%,-24.30%,-53.47%,-44.86%,-42.05%,1.94,5.96%,4.84%,-7.80%,-11.50%,-42.73%,,-3.03%,6.22%,1132.06,2.95,280867,30.94,32.96,31.75,31.87,3.01%,,
2024-07-19 08:44:21,31,KOPN,Kopin Corp.,USA,140.90,,108.80,8.13%,0.00%,30.81%,-14.87%,1.85%,2.01,-1.27%,-0.86%,-1.27%,-0.85%,-4.06%,-4.82%,-4.06%,-0.03%,-0.03%,9.15%,67.56%,-5.58%,-42.53%,-44.41%,-41.39%,0.09,14.02%,9.72%,31.75%,42.17%,-20.59%,5/14/2024 8:30:00 AM,-4.81%,5.92%,1590.49,2.75,368233,1.18,1.24,1.18,1.19,0.82%,,
2024-07-19 08:44:21,32,KRE,SPDR S&P Regional Banking ETF,USA,,,,,,,,,,-0.10%,-0.20%,-0.06%,0.01%,0.91%,0.87%,0.84%,0.57%,1.13%,7.63%,19.24%,21.59%,12.65%,18.91%,6.93%,1.30,3.18%,2.23%,12.11%,13.92%,17.60%,,0.73%,-0.09%,13486.21,2.11,2397827,55.71,56.19,55.38,56.06,0.64%,,
2024-07-19 08:44:21,33,KSCP,Knightscope Inc,USA,36.99,,112.58,14.04%,0.46%,3.73%,18.67%,7.48%,8.42,-0.77%,-0.88%,-0.81%,-0.91%,0.82%,-0.60%,-0.91%,0.86%,0.86%,5.41%,9.58%,-41.39%,-43.51%,-83.29%,-52.93%,0.03,12.29%,10.50%,3.52%,-11.00%,-46.03%,05/29/2024,0.86%,6.79%,1888.92,3.62,574779,0.26,0.29,0.28,0.28,7.70%,,
2024-07-19 08:44:21,34,LILM,Lilium N.V,Germany,583.55,,320.79,45.95%,0.00%,1.97%,-1.06%,7.22%,23.17,0.00%,0.16%,0.01%,1.34%,-0.17%,-1.67%,-2.64%,-1.67%,-1.59%,0.84%,30.57%,10.21%,19.43%,-26.07%,-16.67%,0.06,7.66%,6.64%,14.40%,5.49%,6.40%,6/11/2024 8:30:00 AM,-2.16%,2.87%,4004.78,3.71,1248374,0.98,1.01,0.96,0.98,0.64%,,
2024-07-19 08:44:21,35,LLY,Lilly(Eli) & Co,USA,829043.42,130.64,851.49,10.41%,-2.57%,73.20%,0.66%,0.70%,5.99,-0.06%,-0.48%,-0.89%,-0.72%,1.31%,0.42%,0.31%,0.76%,1.84%,-8.02%,-2.15%,16.94%,39.94%,92.33%,49.64%,24.28,3.32%,2.36%,-4.32%,2.03%,22.40%,8/8/2024 8:30:00 AM,2.02%,0.72%,2841.63,3.40,812437,848.90,880.00,865.32,872.31,2.76%,,
2024-07-19 08:44:21,36,LODE,Comstock Inc,USA,24.83,2.64,126.38,8.58%,13.00%,6.85%,-7.01%,1.16%,1.47,0.06%,0.22%,1.13%,1.53%,2.63%,1.13%,-0.72%,4.12%,4.12%,0.62%,2.75%,-43.34%,-63.20%,-73.97%,-67.23%,0.02,9.25%,9.62%,8.54%,-13.82%,-51.96%,4/30/2024 8:30:00 AM,3.22%,3.76%,1800.95,24.43,3700796,0.17,0.18,0.17,0.18,7.10%,,
2024-07-19 08:44:21,37,MMC,"Marsh & McLennan Cos., Inc.",USA,108887.53,28.03,493.07,0.09%,-13.19%,89.87%,-1.99%,0.90%,4.43,-0.05%,-0.02%,-0.02%,0.09%,0.75%,0.75%,0.75%,1.48%,1.48%,1.04%,3.72%,9.37%,11.16%,17.76%,16.45%,2.87,1.24%,1.26%,2.83%,4.84%,10.11%,7/18/2024 8:30:00 AM,0.45%,1.03%,1642.67,3.87,535054,217.42,220.95,219.19,220.63,1.48%,,
2024-07-19 08:44:21,38,MOH,Molina Healthcare Inc,USA,16919.87,15.67,57.95,1.11%,-4.37%,99.36%,-3.13%,2.94%,1.71,0.45%,0.23%,0.30%,-0.07%,-0.64%,-0.64%,-0.64%,-0.64%,-0.64%,-1.57%,-5.61%,-20.00%,-24.23%,-7.59%,-20.09%,8.09,4.21%,2.47%,-2.69%,-8.28%,-18.72%,7/24/2024 4:30:00 PM,-0.09%,0.44%,516.30,3.03,131470,287.74,290.75,287.88,288.73,0.35%,,
