"No.","Ticker","Company","Country","Market Cap","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
113,"FANH","Fanhua Inc ADR","China",85.63,46.20,18.53%,0.00%,8.30%,-6.66%,0.65%,0.30,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.67%,5.30%,6.44%,3.83%,-6.21%,-50.49%,-63.70%,-76.52%,-79.62%,-77.29%,0.17,8.39%,8.82%,-30.92%,-46.72%,-70.70%,3/20/2024 8:30:00 AM,3.42%,0.00%,170.09,4.85,768060,1.46,1.46,1.53,1.39,1.51,3.42%,1.49
114,"PYXS","Pyxis Oncology Inc","USA",185.50,47.32,19.65%,0.00%,45.48%,-1.79%,4.89%,2.31,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.47%,1.59%,4.93%,8.62%,-19.75%,-40.23%,31.25%,14.55%,75.00%,0.24,7.50%,7.32%,-3.00%,-15.51%,-4.88%,5/14/2024 8:30:00 AM,3.62%,2.36%,568.30,2.16,1197474,2.97,3.04,3.30,2.97,3.15,6.06%,3.19
115,"CYRX","CryoPort Inc","USA",353.19,47.58,3.40%,-4.86%,104.78%,-0.40%,6.68%,3.18,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.39%,0.00%,3.19%,1.69%,10.65%,-32.49%,-60.30%,-51.68%,-63.04%,-53.71%,0.75,14.58%,9.90%,-7.69%,-33.04%,-47.96%,5/7/2024 4:30:00 PM,-0.14%,2.13%,698.38,2.14,1457276,7.03,7.18,7.55,6.93,7.17,1.99%,7.27
116,"PWP","Perella Weinberg Partners","USA",953.90,47.59,10.89%,0.00%,81.07%,-1.44%,3.49%,1.66,0.00%,0.00%,0.00%,-0.22%,0.17%,0.45%,0.62%,0.56%,1.02%,-0.28%,10.25%,25.95%,12.82%,61.34%,96.70%,46.03%,0.60,4.32%,3.47%,16.83%,17.60%,38.22%,5/3/2024 8:30:00 AM,1.94%,0.92%,506.34,2.09,1039036,17.36,17.52,18.23,17.31,17.86,2.88%,17.86
117,"HOLI","Hollysys Automation Technologies Ltd","China",1571.79,48.10,22.67%,0.00%,71.58%,1.21%,11.10%,5.34,-0.08%,-0.08%,-0.06%,-0.04%,-0.06%,-0.04%,-0.05%,-0.04%,-0.24%,0.06%,1.12%,11.37%,-1.10%,-3.40%,44.98%,-4.10%,0.59,1.61%,2.06%,10.09%,11.08%,6.60%,5/16/2024 4:30:00 PM,0.68%,0.36%,398.20,3.01,1153137,25.01,25.10,25.51,25.05,25.27,1.04%,25.25
118,"STEL","Stellar Bancorp Inc","USA",1302.82,48.20,10.02%,-0.09%,53.16%,9.19%,1.45%,0.70,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.16%,0.62%,0.64%,0.70%,9.60%,12.33%,5.56%,-8.50%,5.74%,-12.64%,0.54,2.59%,2.17%,9.58%,8.13%,2.51%,7/26/2024 8:30:00 AM,0.16%,1.04%,165.06,2.66,424855,24.03,24.28,24.46,24.00,24.32,1.21%,24.32
119,"ARR","ARMOUR Residential REIT Inc","USA",1030.57,48.46,0.60%,0.34%,52.90%,45.34%,7.34%,3.56,0.00%,0.00%,0.00%,0.23%,0.23%,-0.01%,-0.01%,0.04%,-0.67%,-0.41%,7.42%,11.15%,12.69%,5.81%,-18.54%,9.42%,0.36,1.82%,1.58%,8.20%,9.55%,12.79%,4/25/2024 4:30:00 PM,1.98%,1.17%,962.46,2.48,2329223,20.49,20.73,21.29,20.66,21.14,3.17%,21.15
120,"STVN","Stevanato Group Spa","Italy",5921.84,49.48,81.86%,0.00%,18.83%,-0.01%,7.78%,3.85,0.00%,0.00%,-0.28%,0.23%,0.44%,-0.22%,-0.73%,-3.30%,-3.70%,-1.27%,17.16%,19.55%,-25.14%,-21.34%,-32.16%,-20.45%,1.19,7.00%,5.98%,18.84%,6.99%,-20.07%,5/9/2024 8:30:00 AM,3.38%,0.24%,670.17,2.50,1621829,20.95,21.00,22.83,20.61,21.71,3.63%,21.71
121,"RCAT","Red Cat Holdings Inc","USA",129.99,50.34,32.22%,0.00%,18.91%,3.30%,5.66%,2.85,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,1.74%,0.57%,1.16%,52.17%,92.31%,96.63%,127.15%,48.31%,98.86%,0.13,13.14%,11.50%,53.17%,57.29%,92.37%,3/18/2024 4:30:00 PM,10.06%,-1.24%,918.75,2.85,2511684,1.61,1.59,1.83,1.56,1.75,8.70%,1.75
122,"SFBS","ServisFirst Bancshares Inc","USA",3730.12,50.47,7.40%,0.00%,69.68%,-0.48%,7.65%,3.86,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,-0.01%,-0.65%,-0.41%,12.33%,15.51%,13.26%,8.96%,61.54%,2.70%,1.88,3.40%,2.73%,12.07%,10.47%,14.71%,7/15/2024 4:30:00 PM,0.53%,1.17%,176.49,2.26,389110,67.28,68.07,69.57,67.44,68.43,1.71%,68.41
123,"ONDS","Ondas Holdings Inc","USA",56.78,54.28,18.09%,19.33%,11.46%,-1.38%,4.33%,2.35,0.00%,0.00%,0.00%,-0.01%,-0.01%,-0.01%,3.04%,-0.01%,-1.14%,-0.67%,40.94%,-0.83%,-7.36%,-48.23%,-29.77%,-44.00%,0.08,18.54%,10.60%,26.73%,17.86%,-11.62%,5/15/2024 8:30:00 AM,15.78%,1.19%,173.18,2.80,476103,0.73,0.74,0.94,0.73,0.86,17.16%,0.84
124,"AVAH","Aveanna Healthcare Holdings Inc","USA",613.69,54.51,71.67%,0.00%,20.36%,-0.02%,1.58%,0.86,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.83%,3.00%,26.59%,27.09%,32.92%,27.09%,108.50%,19.03%,0.21,7.72%,8.64%,24.04%,24.28%,41.39%,5/9/2024 8:30:00 AM,7.05%,2.41%,109.87,3.77,394753,2.91,2.98,3.24,2.83,3.19,9.62%,3.27
125,"GWH","ESS Tech Inc","USA",158.30,56.91,67.46%,0.09%,12.09%,-1.47%,14.84%,8.44,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.75%,0.00%,0.00%,1.29%,13.51%,17.64%,30.63%,-10.40%,-54.29%,-20.61%,0.07,6.30%,9.33%,14.90%,16.19%,-11.16%,5/7/2024 4:30:00 PM,0.56%,6.40%,883.42,2.64,2279301,0.85,0.90,0.93,0.85,0.90,6.99%,0.92
126,"MLSS","Milestone Scientific Inc.","USA",78.00,59.09,23.49%,0.00%,5.41%,-1.12%,0.50%,0.29,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.55%,53.03%,38.51%,77.01%,57.32%,-11.40%,46.40%,0.07,16.48%,10.60%,44.12%,43.23%,41.73%,5/16/2024 8:30:00 AM,1.00%,3.08%,129.22,2.45,312116,0.97,1.00,1.03,0.97,1.01,4.11%,1.00
127,"WSFS","WSFS Financial Corp.","USA",2971.45,59.48,1.02%,-3.01%,89.99%,-6.34%,2.31%,1.37,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.08%,-1.22%,-0.98%,-1.17%,7.27%,15.56%,15.75%,10.18%,26.02%,7.66%,1.19,2.80%,2.42%,8.39%,9.76%,16.78%,4/25/2024 4:30:00 PM,0.12%,0.98%,243.03,2.08,495102,48.91,49.39,50.46,48.92,49.45,1.10%,49.45
128,"KNW","Know Labs Inc","USA",36.90,60.94,29.00%,0.00%,3.11%,120.13%,1.12%,0.68,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.58%,0.00%,0.56%,-0.58%,10.26%,-46.25%,-35.34%,-18.71%,-55.35%,-15.52%,0.07,14.95%,16.18%,-16.04%,-28.16%,-17.55%,5/15/2024 4:30:00 PM,10.26%,5.12%,193.64,6.24,1110445,0.37,0.39,0.50,0.39,0.43,15.90%,0.43
129,"WIW","Western Asset Inflation-Linked Opportunities & Income Fund","USA",533.53,61.17,0.02%,0.00%,68.72%,,0.09%,0.06,0.11%,0.11%,0.17%,0.17%,-0.06%,0.00%,-0.05%,-0.11%,0.14%,0.11%,1.04%,1.28%,3.20%,0.23%,-1.58%,0.58%,0.06,0.51%,0.72%,1.51%,1.67%,2.43%,,0.35%,-0.23%,147.55,5.75,793044,8.71,8.69,8.73,8.69,8.72,0.11%,
130,"PNNT","PennantPark Investment Corporation","USA",510.71,63.03,3.36%,1.08%,28.32%,,1.72%,1.08,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.27%,-1.08%,1.16%,2.76%,12.18%,9.51%,26.09%,13.31%,0.12,1.91%,1.44%,2.95%,4.91%,13.70%,8/7/2024 4:30:00 PM,-0.51%,0.90%,416.39,2.06,847434,7.80,7.87,7.92,7.81,7.83,0.38%,7.80
131,"UNCY","Unicycive Therapeutics Inc","USA",42.40,63.30,26.12%,0.00%,21.53%,-2.92%,2.32%,1.47,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.75%,-0.26%,0.73%,8.29%,-24.44%,-60.41%,-49.50%,-59.43%,-42.96%,0.08,16.50%,14.31%,-9.80%,-38.48%,-46.40%,5/13/2024 4:30:00 PM,1.33%,1.75%,818.95,2.11,1687948,0.48,0.49,0.50,0.42,0.49,3.10%,0.49
132,"ORC","Orchid Island Capital Inc","USA",580.26,66.63,0.33%,0.00%,24.57%,17.32%,5.26%,3.50,0.11%,0.11%,0.11%,0.23%,0.23%,0.00%,-0.11%,0.35%,0.46%,0.11%,4.33%,5.47%,2.48%,-0.69%,-14.31%,2.97%,0.13,1.47%,1.46%,3.17%,2.40%,6.25%,7/25/2024 4:30:00 PM,0.35%,0.70%,1557.71,2.37,3589716,8.59,8.65,8.74,8.64,8.68,1.05%,8.71
133,"MOVE","Movano Inc","USA",37.24,68.03,30.77%,0.00%,9.27%,3.84%,0.55%,0.37,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.00%,6.89%,18.81%,-9.76%,-28.00%,-50.95%,-73.50%,-51.50%,0.04,9.47%,12.42%,12.34%,-2.27%,-39.83%,5/15/2024 4:30:00 PM,8.94%,3.51%,171.03,2.28,380179,0.34,0.35,0.39,0.33,0.38,12.76%,0.38
134,"OKLO","Oklo Inc.","USA",1051.28,69.37,43.19%,0.00%,19.48%,0.29%,7.99%,5.54,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,-0.57%,-0.69%,-0.69%,-2.58%,12.55%,-8.89%,-35.79%,-18.93%,-17.05%,-18.47%,0.97,11.92%,10.49%,-1.45%,-13.14%,-19.23%,05/29/2024,14.34%,0.27%,3772.08,2.21,8104265,7.51,7.53,9.01,7.47,8.61,14.65%,8.69
135,"TOWN","Townebank Portsmouth VA","USA",2224.50,69.67,7.11%,,53.80%,-5.92%,1.24%,0.87,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.94%,1.37%,10.75%,13.73%,12.14%,2.56%,24.05%,-0.34%,0.63,2.68%,2.09%,10.25%,9.88%,10.72%,4/24/2024 4:30:00 PM,0.54%,0.99%,251.88,2.10,520383,29.21,29.50,29.71,29.08,29.66,1.54%,29.66
136,"NATL","NCR Atleos Corp","USA",2167.21,70.40,2.38%,0.00%,89.71%,,4.47%,3.15,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.79%,0.67%,5.44%,11.88%,42.55%,32.61%,,23.71%,1.16,4.27%,4.32%,6.73%,12.96%,29.85%,5/13/2024 4:30:00 PM,7.05%,0.65%,862.35,2.53,2122182,27.89,28.07,30.49,27.93,30.05,7.74%,30.06
137,"KBH","KB Home","USA",5724.98,72.68,3.36%,-23.88%,95.89%,-4.11%,7.98%,5.80,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.13%,-0.86%,15.54%,12.72%,17.47%,20.46%,43.75%,21.89%,2.43,3.54%,2.95%,10.83%,9.82%,24.92%,6/18/2024 4:30:00 PM,1.64%,1.50%,1344.73,2.26,2951830,73.79,74.90,78.19,74.56,76.13,3.17%,76.10
138,"IDYA","Ideaya Biosciences Inc","USA",3316.80,74.06,10.68%,-4.16%,89.10%,13.39%,15.81%,11.71,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.13%,16.75%,6.44%,-7.96%,8.40%,76.76%,12.42%,2.10,7.93%,4.66%,8.95%,3.54%,7.76%,5/7/2024 8:30:00 AM,-0.74%,1.72%,998.63,2.26,2188617,39.62,40.30,41.19,39.53,40.00,0.96%,40.00
139,"PNFP","Pinnacle Financial Partners Inc.","USA",6633.20,75.56,2.15%,-14.97%,88.12%,-3.23%,1.69%,1.28,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.60%,-0.12%,-0.20%,11.60%,15.12%,6.76%,0.15%,42.81%,-1.51%,2.12,2.89%,2.53%,10.37%,8.40%,9.54%,7/16/2024 4:30:00 PM,0.55%,0.52%,429.83,2.14,901008,84.99,85.43,87.17,84.98,85.90,1.07%,85.90
140,"SMR","NuScale Power Corporation","USA",1358.20,77.81,12.11%,-1.57%,32.33%,4.26%,19.19%,14.93,-0.07%,-0.07%,-0.13%,-0.13%,-0.13%,-0.14%,-0.07%,-0.39%,-0.46%,-0.29%,25.53%,71.21%,188.35%,506.32%,101.05%,366.26%,1.29,11.69%,11.76%,41.04%,77.60%,202.07%,8/8/2024 4:30:00 PM,14.99%,2.14%,5219.98,2.54,12852645,13.06,13.34,15.70,12.95,15.34,17.46%,15.23
141,"UTG","Reaves Utility Income Fund","USA",2244.66,79.02,0.03%,10.13%,10.42%,,0.12%,0.09,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,-0.02%,0.52%,3.54%,1.97%,8.19%,3.80%,2.05%,6.21%,0.29,0.88%,0.88%,2.99%,2.63%,7.56%,,0.89%,0.39%,316.30,2.71,831623,28.04,28.15,28.54,28.11,28.40,1.28%,28.49
142,"EFC","Ellington Financial Inc","USA",1102.97,80.95,4.81%,-0.55%,59.15%,0.14%,6.96%,5.64,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,-0.08%,-0.38%,-0.38%,-0.31%,6.57%,9.45%,14.98%,2.21%,-5.05%,2.05%,0.19,1.48%,1.31%,6.32%,7.82%,6.51%,5/7/2024 4:30:00 PM,0.23%,0.54%,834.95,2.20,1792059,12.87,12.94,13.07,12.93,12.97,0.78%,12.99
143,"MRC","MRC Global Inc","USA",1158.79,82.67,2.82%,-10.49%,92.34%,-0.40%,1.47%,1.22,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.22%,-0.22%,11.09%,7.50%,9.31%,32.62%,31.21%,23.71%,0.34,2.39%,2.45%,8.97%,7.30%,18.91%,8/6/2024 4:30:00 PM,1.04%,1.58%,620.66,2.70,1626657,13.27,13.48,13.69,13.42,13.62,2.64%,13.62
144,"APPS","Digital Turbine Inc","USA",218.35,91.74,10.51%,0.00%,59.71%,-4.05%,5.76%,5.29,0.00%,0.00%,0.00%,0.00%,-0.47%,-0.47%,-0.47%,0.47%,0.47%,-1.15%,26.04%,34.81%,4.41%,-64.91%,-79.73%,-68.95%,0.15,10.11%,7.60%,33.58%,13.75%,-45.15%,5/28/2024 4:30:00 PM,1.43%,5.00%,2003.15,2.03,4015153,2.00,2.10,2.25,2.09,2.13,6.50%,2.14
145,"EVGO","EVgo Inc","USA",424.92,99.45,6.38%,-1.49%,43.35%,-1.04%,31.82%,31.64,0.76%,0.00%,1.01%,1.01%,1.01%,0.97%,0.03%,0.00%,0.25%,0.29%,43.37%,86.92%,94.17%,36.52%,-6.76%,11.73%,0.24,10.72%,8.80%,64.49%,81.40%,55.94%,5/7/2024 8:30:00 AM,14.94%,3.26%,3372.47,3.66,11819648,3.37,3.48,4.05,3.47,4.00,18.69%,3.99
146,"JMIA","Jumia Technologies Ag ADR","Germany",1321.90,100.78,0.35%,0.00%,18.42%,11.49%,6.54%,6.59,0.23%,0.23%,0.23%,0.23%,0.00%,0.15%,-0.08%,-0.08%,-0.08%,0.30%,54.49%,45.06%,168.93%,279.94%,199.08%,270.25%,0.92,12.58%,10.67%,52.93%,79.08%,179.10%,5/7/2024 8:30:00 AM,8.65%,-0.41%,4470.31,2.12,9245749,12.08,12.03,13.20,12.03,13.07,8.20%,13.09
147,"MFA","MFA Financial Inc","USA",1155.55,101.31,0.75%,0.00%,64.20%,4.72%,2.57%,2.60,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.35%,0.79%,1.42%,0.31%,7.20%,9.58%,4.43%,-1.74%,0.71%,0.44%,0.20,1.76%,1.56%,4.79%,5.26%,6.14%,5/6/2024 8:30:00 AM,-0.09%,0.80%,607.75,2.15,1274557,11.24,11.33,11.43,11.27,11.32,0.71%,11.42
148,"DHY","Credit Suisse High Yield Bond Fund","USA",214.27,103.29,,,28.90%,,0.17%,0.18,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.47%,0.47%,0.15%,0.47%,0.00%,0.49%,0.49%,2.99%,7.81%,4.55%,0.02,1.02%,1.16%,0.44%,0.94%,4.89%,,0.49%,0.00%,322.76,2.68,852854,2.06,2.06,2.08,2.06,2.07,0.49%,2.08
149,"CRF","Cornerstone Total Return Fund","USA",863.01,110.35,,,9.75%,,5.55%,6.13,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.13%,-0.13%,-1.01%,0.77%,0.00%,9.37%,-4.28%,10.76%,0.09,1.36%,1.04%,0.59%,1.78%,6.39%,,0.26%,0.26%,696.89,2.87,1950707,7.78,7.80,7.84,7.79,7.82,0.51%,7.81
150,"NWGL","Nature Wood Group Ltd ADR","China",427.75,112.57,,,0.00%,,0.05%,0.05,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,-0.61%,-1.06%,62.31%,54.55%,-78.25%,-61.13%,,-59.62%,0.28,17.61%,9.65%,63.21%,37.99%,-63.77%,2/14/2024 8:30:00 AM,1.25%,0.31%,104.59,2.87,290067,3.18,3.19,3.37,3.05,3.23,1.57%,3.27
151,"RDFN","Redfin Corp","USA",904.39,114.22,4.39%,-0.39%,62.97%,-8.45%,17.41%,19.88,0.00%,0.00%,0.00%,0.00%,-0.79%,0.00%,-0.39%,-0.39%,0.00%,-1.62%,25.96%,21.31%,22.10%,-19.30%,-51.44%,-26.65%,0.39,6.37%,5.71%,23.29%,17.66%,9.68%,5/7/2024 4:30:00 PM,4.70%,2.84%,4520.81,2.05,9124019,7.03,7.23,7.75,7.14,7.57,7.68%,7.57
152,"INUV","Inuvo Inc","USA",40.30,114.56,18.26%,0.00%,19.90%,-1.22%,0.05%,0.06,0.00%,0.00%,0.00%,-0.03%,-0.03%,-0.03%,-0.03%,0.98%,-0.03%,1.08%,7.68%,16.40%,-15.44%,-36.11%,25.00%,-32.35%,0.03,7.95%,10.91%,9.10%,1.05%,-10.67%,5/7/2024 4:30:00 PM,6.88%,0.64%,284.66,2.53,703276,0.27,0.27,0.29,0.27,0.29,7.56%,0.29
153,"HYLN","Hyliion Holdings Corporation","USA",351.56,115.44,33.67%,0.02%,21.93%,11.52%,8.82%,10.18,0.00%,0.00%,0.00%,0.00%,-1.46%,-1.46%,-1.46%,-1.46%,-0.98%,-2.42%,26.25%,41.26%,34.67%,112.70%,-0.49%,148.25%,0.11,7.05%,6.09%,26.05%,31.39%,69.86%,4/30/2024 4:30:00 PM,3.59%,0.52%,637.72,2.80,1751479,1.94,1.95,2.10,1.95,2.02,4.12%,2.02
154,"IMMP","Immutep Limited ADR","Australia",291.78,122.62,2.93%,0.00%,2.64%,-1.33%,3.62%,4.44,0.00%,0.00%,0.00%,0.00%,-2.17%,-0.44%,-0.44%,-0.88%,0.00%,-0.88%,19.07%,-14.76%,-13.48%,-4.15%,8.96%,-3.75%,0.22,7.98%,7.45%,-0.19%,-12.53%,-0.02%,2/27/2024 4:30:00 PM,-2.12%,17.41%,422.12,18.54,6009681,2.01,2.36,2.60,2.13,2.31,14.93%,2.25
155,"LZ","LegalZoom.com Inc.","USA",1157.43,125.34,30.23%,-0.17%,58.47%,-4.76%,3.48%,4.36,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.81%,-1.28%,-0.78%,-25.00%,-27.13%,-52.55%,-43.32%,-52.55%,-45.58%,0.41,6.67%,3.66%,-22.94%,-30.86%,-42.81%,5/7/2024 4:30:00 PM,1.49%,1.85%,2250.58,2.18,4769987,5.95,6.06,6.26,5.93,6.15,3.36%,6.10
156,"LODE","Comstock Inc","USA",24.68,126.38,8.58%,13.00%,6.85%,-7.01%,1.16%,1.47,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.00%,0.00%,-0.46%,-1.69%,8.18%,-14.51%,-47.48%,-65.67%,-73.67%,-67.43%,0.02,12.09%,9.72%,4.42%,-17.88%,-53.00%,4/30/2024 8:30:00 AM,5.62%,0.60%,1657.43,2.43,3933348,0.17,0.17,0.18,0.16,0.18,6.25%,0.17
157,"RWT","Redwood Trust Inc.","USA",935.62,130.54,1.22%,0.94%,81.62%,-1.75%,4.03%,5.26,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,4.08%,-0.14%,0.35%,9.77%,12.92%,21.44%,-0.84%,10.62%,-4.45%,0.15,2.41%,2.00%,9.01%,10.43%,7.31%,4/30/2024 4:30:00 PM,1.29%,0.72%,965.61,2.41,2288701,6.94,6.99,7.23,6.99,7.08,2.02%,7.14
158,"SLDP","Solid Power Inc","USA",380.66,134.35,24.12%,-2.57%,23.02%,39.65%,12.06%,16.20,0.94%,0.94%,0.94%,0.94%,0.94%,0.00%,-0.47%,0.94%,-0.05%,0.00%,27.22%,24.28%,24.28%,60.45%,-23.49%,48.28%,0.11,7.54%,5.61%,28.40%,24.58%,34.59%,5/7/2024 4:30:00 PM,7.50%,1.52%,1850.21,2.66,4812591,1.97,2.00,2.16,1.98,2.15,9.14%,2.14
159,"RVMD","Revolution Medicines Inc","USA",7447.65,137.26,16.81%,-0.47%,82.63%,7.96%,11.72%,16.09,-0.37%,-0.37%,-0.37%,-0.37%,0.02%,0.02%,0.02%,0.02%,1.39%,2.64%,20.28%,15.68%,20.66%,57.39%,67.56%,57.39%,1.75,5.74%,3.81%,15.45%,15.84%,47.04%,5/8/2024 4:30:00 PM,0.53%,3.58%,1351.15,2.30,3062082,43.35,44.90,45.26,43.27,45.14,4.13%,45.83
160,"NMRK","Newmark Group Inc","USA",1937.06,139.51,19.12%,0.00%,59.67%,-6.52%,2.58%,3.60,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.58%,11.52%,11.52%,8.29%,12.30%,61.58%,2.46%,0.32,3.04%,2.80%,10.75%,10.11%,20.14%,8/2/2024 8:30:00 AM,-0.18%,0.90%,957.08,2.15,2008224,11.15,11.25,11.37,11.14,11.23,0.72%,11.23
161,"ARI","Apollo Commercial Real Estate Finance Inc","USA",1502.63,140.55,1.14%,-5.54%,63.11%,-0.72%,3.86%,5.43,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.76%,1.56%,8.41%,8.52%,-2.58%,-10.95%,-8.25%,-9.97%,0.22,1.76%,1.84%,5.81%,5.23%,-1.15%,8/6/2024 4:30:00 PM,0.67%,0.86%,892.04,2.05,1790574,10.41,10.50,10.77,10.50,10.57,1.54%,10.72
162,"RYN","Rayonier Inc.","USA",4292.21,147.49,0.93%,0.00%,91.43%,-1.96%,2.77%,4.08,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.49%,0.69%,3.52%,-3.90%,-9.17%,-10.33%,-6.67%,-13.71%,0.60,2.57%,1.92%,-0.69%,-2.39%,-5.64%,5/1/2024 4:30:00 PM,2.67%,0.39%,513.78,2.72,1356089,27.97,28.08,28.95,27.69,28.83,3.07%,29.00
163,"ERAS","Erasca Inc","USA",771.75,166.48,35.93%,0.09%,27.54%,2.02%,12.02%,20.01,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.01%,-0.50%,36.87%,32.00%,29.69%,42.11%,6.83%,39.44%,0.19,10.10%,7.74%,30.49%,31.44%,41.17%,5/8/2024 4:30:00 PM,3.85%,1.78%,2198.10,2.61,5531121,2.81,2.86,3.10,2.79,2.97,5.69%,3.00
164,"HCM","HUTCHMED (China) Limited ADR","Hong Kong",3380.84,170.27,2.30%,0.00%,6.03%,-19.12%,0.30%,0.51,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.36%,1.28%,0.23%,0.65%,5.09%,8.32%,7.24%,20.57%,55.08%,7.12%,0.86,4.86%,2.90%,10.07%,3.67%,12.28%,7/31/2024 8:30:00 AM,3.63%,5.29%,136.89,5.18,661542,17.78,18.72,19.60,18.72,19.40,9.11%,19.40
165,"FLUT","Flutter Entertainment Plc","USA",36820.63,175.84,1.03%,0.00%,75.15%,,1.51%,2.65,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.56%,-0.64%,6.18%,13.15%,8.06%,27.26%,1.58%,15.77%,5.00,1.93%,2.29%,9.79%,6.91%,11.61%,5/14/2024 8:30:00 AM,1.88%,-0.03%,1074.47,2.23,2322229,203.47,203.41,209.18,203.40,207.23,1.85%,207.23
166,"GGR","Gogoro Inc","Taiwan",442.31,176.71,36.48%,0.00%,11.80%,5.46%,1.41%,2.49,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-1.92%,-1.92%,9.66%,9.66%,-1.85%,-33.75%,-51.52%,-38.37%,0.10,5.49%,6.52%,6.35%,4.39%,-21.23%,5/9/2024 8:30:00 AM,1.92%,0.00%,199.98,2.07,402213,1.56,1.56,1.62,1.51,1.59,1.92%,1.53
167,"LEGN","Legend Biotech Corp ADR","USA",9910.56,180.78,0.83%,0.00%,47.03%,19.01%,6.18%,11.16,0.00%,0.00%,-1.07%,-1.07%,-1.07%,-1.07%,-1.07%,-1.09%,-2.43%,9.80%,17.43%,22.87%,-1.16%,-7.12%,-21.92%,-9.64%,2.48,6.79%,5.05%,22.09%,23.23%,-3.60%,5/13/2024 8:30:00 AM,10.08%,1.84%,1202.65,4.32,4891167,48.50,49.39,57.50,48.22,54.37,12.10%,53.41
168,"ACHR","Archer Aviation Inc","USA",1721.85,202.65,40.57%,22.82%,34.55%,-4.06%,24.81%,50.28,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.39%,0.20%,1.69%,0.49%,14.77%,53.03%,20.53%,-6.13%,2.43%,-17.75%,0.30,7.36%,7.77%,35.77%,39.06%,5.64%,5/9/2024 4:30:00 PM,7.45%,2.84%,6943.82,3.13,20940136,4.57,4.70,5.18,4.67,5.05,10.50%,5.11
