"No.","Ticker","Company","Country","Market Cap","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
57,"INUV","Inuvo Inc","USA",43.20,114.56,18.26%,0.00%,19.90%,-1.22%,0.05%,0.06,-0.52%,-0.03%,-0.52%,0.42%,1.31%,3.60%,3.11%,3.11%,4.23%,4.23%,17.63%,19.18%,-6.78%,-29.95%,34.00%,-27.48%,0.03,7.95%,10.91%,16.32%,8.68%,-4.35%,5/7/2024 4:30:00 PM,6.28%,0.87%,284.66,9.86,243004,0.29,0.29,0.31,0.30,0.31,7.20%,
58,"HYLN","Hyliion Holdings Corporation","USA",358.52,115.44,33.67%,0.02%,21.93%,11.52%,8.82%,10.18,0.19%,1.23%,0.98%,0.73%,0.49%,0.04%,-0.96%,-0.96%,7.85%,1.98%,22.62%,37.33%,45.07%,121.22%,-4.63%,153.16%,0.10,7.05%,6.09%,26.50%,32.73%,72.66%,4/30/2024 4:30:00 PM,0.00%,1.98%,637.72,2.29,126589,2.02,2.06,2.06,2.03,2.06,1.98%,
59,"ATAI","ATAI Life Sciences N.V.","Germany",259.50,116.70,30.29%,-0.54%,7.68%,11.01%,7.13%,8.32,-1.27%,-1.27%,-2.51%,-1.27%,-1.26%,0.98%,0.66%,0.71%,0.66%,0.66%,22.06%,17.43%,-32.60%,-22.50%,-24.01%,9.94%,0.10,7.25%,6.75%,15.68%,-1.83%,-3.53%,5/15/2024 8:30:00 AM,0.66%,0.00%,938.56,2.13,172922,1.54,1.54,1.59,1.53,1.55,0.66%,
60,"BTBT","Bit Digital Inc","USA",479.16,120.26,0.61%,0.00%,34.46%,-41.89%,19.01%,22.86,-0.88%,-0.88%,-1.00%,-0.13%,-0.49%,-0.25%,-1.49%,-2.22%,-1.74%,-2.70%,5.04%,44.53%,92.23%,25.32%,-10.20%,-6.38%,0.31,9.38%,10.32%,24.26%,44.61%,50.44%,5/15/2024 4:30:00 PM,-1.86%,6.18%,8700.08,4.19,3155660,3.80,4.03,4.05,3.90,3.96,4.21%,
61,"GEO","Geo Group, Inc.","USA",2407.92,129.36,5.06%,0.50%,77.81%,-7.81%,7.99%,10.33,0.08%,0.31%,-0.17%,-0.57%,1.49%,1.23%,4.59%,3.43%,3.61%,2.17%,17.30%,38.01%,14.93%,60.88%,137.75%,63.11%,0.67,3.27%,4.02%,25.54%,26.59%,48.02%,5/7/2024 8:30:00 AM,0.43%,10.35%,2358.90,5.71,1165560,15.94,17.59,17.80,17.23,17.67,10.82%,
62,"CORZ","Core Scientific Inc","USA",1970.69,145.91,17.93%,1.11%,28.02%,,22.62%,33.00,-1.03%,-0.85%,0.02%,3.16%,3.50%,3.21%,4.58%,4.18%,4.77%,4.87%,7.00%,15.83%,268.27%,,,222.24%,0.88,11.31%,9.83%,14.48%,62.36%,128.94%,5/8/2024 4:30:00 PM,3.12%,6.44%,10309.81,4.23,3770778,10.10,10.75,11.22,10.56,11.09,9.75%,
63,"ZETA","Zeta Global Holdings Corp","USA",4063.48,159.64,27.04%,0.00%,56.88%,12.33%,6.77%,10.81,0.05%,0.42%,0.02%,-0.12%,-0.15%,-0.27%,1.10%,1.32%,2.33%,2.10%,8.48%,6.86%,55.29%,99.92%,107.75%,110.57%,0.71,4.47%,3.79%,10.88%,13.38%,65.11%,7/31/2024 4:30:00 PM,1.16%,3.96%,2476.10,2.05,439817,17.66,18.36,18.75,18.36,18.57,5.17%,
64,"IREN","Iris Energy Ltd","Australia",2375.71,164.78,10.87%,0.00%,15.99%,-1.50%,3.68%,6.06,0.08%,0.31%,0.16%,-0.89%,-1.15%,-1.46%,-0.39%,-1.31%,-0.70%,0.55%,-12.17%,-5.17%,176.34%,112.75%,65.81%,79.72%,1.49,17.87%,12.49%,-2.55%,33.93%,112.52%,5/15/2024 4:30:00 PM,-0.77%,5.20%,14367.96,2.23,2776143,12.31,12.95,13.14,12.78,12.85,4.39%,
65,"PNR","Pentair plc","United Kingdom",13159.54,165.29,0.44%,-3.28%,93.94%,4.48%,3.12%,5.16,0.21%,0.29%,0.38%,0.39%,0.29%,-0.11%,-0.11%,-0.11%,0.04%,0.04%,5.40%,-0.91%,-2.27%,10.84%,18.76%,9.01%,1.78,1.73%,2.19%,3.16%,-0.33%,7.80%,7/23/2024 8:30:00 AM,0.03%,0.01%,1509.28,5.10,666346,79.23,79.24,79.54,78.82,79.26,0.04%,
66,"CEI","Camber Energy Inc","USA",21.87,171.69,2.34%,0.00%,3.02%,10.09%,1.92%,3.29,-1.03%,-0.64%,-0.96%,0.08%,-1.66%,-2.89%,-4.23%,1.80%,0.65%,2.81%,4.27%,-16.73%,-44.17%,-33.65%,-85.43%,-45.53%,0.01,6.88%,8.47%,2.08%,-16.47%,-42.31%,,-4.31%,5.61%,8750.49,5.62,4259336,0.12,0.13,0.13,0.12,0.12,1.06%,
67,"GNS","Genius Group Ltd","Singapore",52.12,176.40,5.23%,0.00%,1.11%,,1.65%,2.91,1.60%,-1.58%,0.00%,-0.92%,-2.44%,-9.68%,-0.85%,-2.41%,-6.64%,-6.64%,10.24%,-0.36%,-37.54%,-45.42%,-60.65%,-57.76%,0.03,7.15%,7.97%,8.26%,-9.74%,-43.15%,5/16/2024 8:30:00 AM,-5.88%,19.77%,3182.07,32.19,8863401,0.25,0.30,0.32,0.27,0.28,12.72%,
68,"IONQ","IonQ Inc","USA",1812.21,180.13,14.81%,-0.04%,35.95%,-1.22%,19.48%,35.09,-0.23%,0.00%,-0.29%,-0.52%,0.35%,0.12%,0.71%,0.35%,0.12%,0.47%,11.73%,7.80%,6.72%,-25.87%,-40.73%,-30.83%,0.44,7.62%,5.77%,16.57%,6.69%,-18.61%,5/8/2024 4:30:00 PM,0.71%,0.71%,4797.51,2.04,847451,8.45,8.51,8.66,8.45,8.57,1.42%,
69,"CADE","Cadence Bank","USA",5545.86,180.56,1.19%,0.00%,83.86%,-1.79%,3.60%,6.50,0.25%,0.46%,0.36%,0.20%,0.30%,0.90%,1.61%,1.17%,1.07%,1.07%,9.80%,8.32%,13.12%,6.87%,43.36%,2.57%,0.67,2.48%,2.34%,8.34%,6.94%,13.53%,7/22/2024 4:30:00 PM,1.23%,0.77%,1214.49,3.22,337912,29.75,29.98,30.38,29.95,30.35,2.02%,
70,"LEGN","Legend Biotech Corp ADR","USA",10007.17,180.78,0.83%,0.00%,47.03%,19.01%,6.18%,11.16,-0.06%,-0.21%,-0.51%,-1.35%,-3.82%,-1.08%,-2.99%,-2.83%,-0.18%,-6.15%,15.80%,20.00%,3.74%,-7.03%,-20.43%,-8.76%,2.53,6.79%,5.05%,22.10%,23.84%,-2.59%,5/13/2024 8:30:00 AM,-0.20%,1.18%,1202.65,3.50,364124,54.37,55.01,57.49,54.77,54.90,0.97%,
71,"COIN","Coinbase Global Inc","USA",58168.19,188.34,23.30%,-4.53%,39.93%,-0.30%,4.87%,9.18,-0.13%,0.02%,-0.01%,0.50%,1.97%,3.27%,3.26%,3.55%,3.80%,3.30%,7.39%,-7.10%,-3.61%,67.80%,121.37%,36.19%,12.41,4.18%,4.68%,4.55%,4.39%,36.73%,5/9/2024 4:30:00 PM,3.27%,5.21%,8460.75,3.61,2640331,218.02,229.38,237.88,228.00,236.87,8.65%,
72,"PL","Planet Labs PBC","USA",609.16,192.12,33.93%,-0.00%,26.87%,8.64%,3.58%,6.87,0.00%,0.96%,0.96%,1.73%,0.48%,2.44%,-0.19%,3.71%,3.71%,3.71%,15.11%,2.70%,4.23%,-3.90%,-39.80%,-15.18%,0.10,5.62%,5.15%,12.45%,10.03%,-3.56%,6/6/2024 4:30:00 PM,1.21%,2.48%,1463.84,2.18,276015,2.02,2.07,2.10,2.03,2.10,3.71%,
73,"CIFR","Cipher Mining Inc","USA",1551.70,192.19,38.01%,-6.62%,16.66%,-2.08%,11.55%,22.21,-0.74%,-0.10%,-0.69%,-0.47%,0.50%,2.35%,1.52%,1.93%,1.93%,1.93%,8.33%,9.52%,30.85%,42.59%,-3.93%,21.19%,0.41,7.79%,9.40%,8.90%,18.65%,40.11%,5/7/2024 8:30:00 AM,1.32%,5.56%,8337.92,2.36,1705805,4.68,4.94,5.05,4.87,5.01,6.94%,
74,"ACHR","Archer Aviation Inc","USA",1747.42,202.65,40.57%,22.82%,34.55%,-4.06%,24.81%,50.28,0.29%,0.59%,0.29%,0.20%,0.38%,-1.82%,-4.56%,-3.85%,-3.48%,-5.62%,14.40%,52.53%,27.81%,-1.82%,0.49%,-16.53%,0.30,7.36%,7.77%,34.73%,40.22%,7.21%,5/9/2024 4:30:00 PM,-3.48%,5.15%,6943.82,4.62,2773743,5.05,5.31,5.31,5.07,5.12,1.49%,
75,"VZLA","Vizsla Silver Corp","Canada",486.90,214.34,9.76%,0.00%,28.59%,,1.14%,2.45,0.00%,-0.48%,0.01%,0.01%,0.24%,-0.49%,-0.49%,-1.36%,1.49%,1.49%,15.82%,20.59%,44.37%,50.74%,64.00%,64.00%,0.09,5.33%,4.98%,15.85%,21.72%,53.97%,07/03/2024,-0.73%,2.23%,1214.78,2.33,245352,2.02,2.07,2.08,2.04,2.05,1.49%,
76,"CLSK","Cleanspark Inc","USA",3857.84,220.35,3.30%,-13.49%,43.88%,4.32%,16.66%,36.72,-0.12%,-0.27%,-0.35%,0.30%,-0.23%,0.15%,0.06%,0.00%,1.07%,1.56%,9.79%,-1.86%,14.01%,82.83%,126.64%,53.49%,1.28,6.23%,7.76%,0.85%,1.68%,37.75%,5/9/2024 8:30:00 AM,-0.06%,6.88%,30147.48,2.59,6753855,15.85,16.94,17.11,16.76,16.93,6.81%,
77,"X","United States Steel Corp.","USA",8977.14,222.00,1.27%,0.00%,88.42%,-5.81%,9.77%,21.69,0.04%,-0.20%,-0.31%,-0.14%,-0.06%,0.24%,0.44%,-0.19%,1.44%,1.59%,1.85%,7.21%,-3.40%,-16.35%,59.57%,-17.93%,0.91,2.15%,2.51%,6.08%,6.35%,0.28%,8/1/2024 4:30:00 PM,-0.01%,1.60%,2788.44,2.48,597295,39.30,39.93,40.05,39.72,39.92,1.59%,
78,"ADAP","Adaptimmune Therapeutics Plc ADR","United Kingdom",337.26,226.10,11.50%,-0.44%,51.93%,-0.50%,2.50%,5.64,-0.75%,0.01%,-0.75%,0.38%,0.01%,2.33%,3.13%,3.13%,4.55%,4.55%,13.79%,26.92%,13.79%,50.02%,41.94%,66.46%,0.10,8.25%,7.79%,28.32%,23.43%,37.64%,5/15/2024 8:30:00 AM,1.54%,1.56%,1609.37,8.17,1138468,1.28,1.30,1.35,1.07,1.32,3.13%,
79,"HOLX","Hologic, Inc.","USA",18190.80,230.35,1.29%,-1.37%,97.71%,-9.86%,2.05%,4.73,0.12%,0.11%,0.16%,0.15%,0.51%,0.69%,0.69%,0.33%,2.59%,2.59%,4.58%,7.54%,0.80%,7.61%,-1.68%,9.09%,1.16,1.50%,1.61%,5.95%,5.01%,6.77%,7/29/2024 4:30:00 PM,0.69%,-0.36%,1391.79,2.00,241442,77.69,77.41,77.98,77.39,77.94,0.33%,
80,"OXLC","Oxford Lane Capital Corp","USA",1399.38,241.57,0.19%,,5.04%,,0.74%,1.78,-0.00%,-0.09%,-0.18%,-0.18%,-0.09%,0.36%,0.00%,-0.18%,0.22%,-0.18%,0.54%,0.00%,11.07%,10.20%,9.77%,13.77%,0.08,1.42%,1.30%,2.41%,3.66%,9.60%,5/14/2024 4:30:00 PM,0.00%,0.72%,3609.70,2.45,765168,5.58,5.62,5.66,5.59,5.62,0.72%,
81,"BETR","Better Home & Finance Holding Co.","USA",420.34,242.47,67.96%,-0.53%,11.63%,0.29%,2.45%,5.95,0.83%,1.95%,2.87%,2.87%,3.25%,2.40%,2.40%,1.95%,4.81%,4.81%,11.10%,61.44%,24.72%,-17.09%,-94.63%,-31.97%,0.04,10.62%,9.90%,22.98%,37.41%,15.57%,5/14/2024 8:30:00 AM,1.93%,-0.02%,1265.93,5.17,566603,0.55,0.55,0.56,0.54,0.56,1.91%,
82,"RIOT","Riot Platforms Inc","USA",2988.98,264.27,8.49%,-0.20%,41.33%,6.06%,23.36%,61.72,-0.10%,0.24%,0.19%,0.39%,0.19%,0.29%,-0.24%,-0.58%,0.19%,0.29%,10.11%,-2.73%,13.74%,-20.93%,-48.99%,-33.10%,0.61,5.73%,5.89%,6.46%,3.98%,-10.51%,5/1/2024 8:30:00 AM,0.10%,5.46%,23032.31,2.75,5485028,9.81,10.34,10.41,10.24,10.35,5.56%,
83,"MARA","Marathon Digital Holdings Inc","USA",5977.96,270.84,0.77%,-0.48%,41.21%,-2.90%,26.02%,70.47,-0.02%,0.03%,-0.04%,0.74%,0.24%,0.74%,-0.23%,-0.59%,0.28%,0.78%,12.31%,7.83%,35.94%,-2.23%,13.47%,-6.77%,1.49,6.54%,6.80%,9.64%,10.59%,23.72%,5/9/2024 4:30:00 PM,-0.07%,5.51%,46162.18,2.20,8802174,20.77,21.92,22.02,21.56,21.90,5.44%,
84,"HAFN","Hafnia Ltd","Singapore",3916.29,280.15,44.81%,0.00%,22.21%,,0.32%,0.89,0.00%,-0.06%,0.06%,0.13%,-0.32%,-0.32%,0.33%,0.33%,0.46%,0.46%,-2.22%,-3.68%,2.46%,14.47%,51.27%,11.73%,0.19,1.68%,1.71%,-3.35%,-5.94%,7.29%,5/15/2024 8:30:00 AM,0.19%,0.13%,309.37,5.57,149226,7.69,7.70,7.76,7.70,7.72,0.33%,
85,"ME","23andMe Holding Co","USA",249.89,285.56,41.75%,-0.15%,19.70%,7.02%,10.83%,30.93,0.69%,0.69%,0.57%,0.51%,2.00%,-2.82%,-7.31%,-4.75%,-3.83%,-3.39%,19.59%,23.68%,15.00%,-28.11%,-72.15%,-44.20%,0.04,7.61%,7.47%,20.43%,7.49%,-22.62%,5/23/2024 4:30:00 PM,-5.10%,11.22%,5731.14,2.32,1151787,0.48,0.54,0.54,0.49,0.51,5.55%,
86,"LILM","Lilium N.V","Germany",584.32,320.79,45.95%,0.00%,1.96%,-1.06%,7.22%,23.17,0.19%,0.01%,0.16%,0.07%,-1.16%,-2.51%,-1.54%,-2.51%,-3.47%,-4.41%,16.30%,16.74%,10.58%,12.84%,-42.08%,-16.56%,0.06,7.42%,6.06%,19.69%,5.00%,7.04%,6/11/2024 8:30:00 AM,-3.47%,4.60%,3639.55,4.33,1362567,0.98,1.02,1.02,0.98,0.98,0.97%,
87,"GS","Goldman Sachs Group, Inc.","USA",157239.56,320.82,0.51%,-4.18%,75.03%,-0.22%,1.48%,4.74,-0.05%,-0.21%,0.02%,-0.34%,0.10%,1.01%,1.17%,0.75%,2.12%,0.75%,4.91%,8.68%,25.20%,28.41%,48.36%,26.40%,8.97,2.17%,1.86%,5.78%,6.73%,25.23%,7/15/2024 8:30:00 AM,1.46%,0.15%,2321.45,2.87,576127,479.88,480.62,490.96,480.84,487.62,1.61%,
88,"OBDC","Blue Owl Capital Corp","USA",6130.45,359.99,7.63%,0.01%,41.60%,-4.42%,2.75%,9.89,0.03%,0.00%,0.06%,0.13%,0.06%,0.06%,0.13%,-0.13%,-0.11%,0.38%,1.48%,-1.56%,2.25%,5.25%,15.07%,7.46%,0.20,1.40%,1.25%,0.59%,-2.14%,5.01%,8/7/2024 4:30:00 PM,-0.63%,1.02%,1989.04,2.27,391109,15.67,15.83,15.76,15.67,15.73,0.38%,
89,"JOBY","Joby Aviation Inc","USA",4718.28,378.19,46.62%,-0.34%,30.89%,0.23%,19.15%,72.41,0.08%,0.02%,0.00%,-0.07%,-1.26%,-1.84%,-3.06%,-2.06%,-1.48%,-0.89%,27.83%,29.57%,44.16%,11.19%,-36.93%,0.15%,0.30,7.10%,5.55%,28.81%,30.54%,18.76%,5/7/2024 4:30:00 PM,-1.91%,2.72%,5574.08,4.24,2044401,6.61,6.79,6.85,6.61,6.66,0.76%,
90,"IEP","Icahn Enterprises L P","USA",7786.64,449.68,0.34%,0.00%,90.92%,2.85%,1.60%,7.19,0.27%,-0.01%,0.38%,0.46%,0.43%,0.92%,0.34%,0.51%,0.51%,0.69%,0.86%,6.07%,-0.30%,0.81%,-47.45%,0.40%,0.37,2.23%,2.24%,5.06%,2.65%,-1.97%,5/8/2024 8:30:00 AM,0.63%,0.88%,665.91,2.11,121871,17.00,17.15,17.27,17.08,17.26,1.52%,
91,"CLF","Cleveland-Cliffs Inc","USA",7728.93,465.48,2.10%,-1.53%,69.80%,6.76%,7.56%,35.21,-0.03%,-0.09%,-0.70%,-0.79%,-0.70%,1.78%,3.08%,4.67%,3.14%,5.21%,5.07%,7.86%,-24.88%,-10.98%,-5.16%,-20.40%,0.47,2.50%,2.81%,6.93%,0.07%,-10.14%,7/22/2024 4:30:00 PM,2.98%,-2.38%,9227.30,3.85,3076399,16.17,15.78,16.46,15.79,16.25,0.53%,
92,"NAK","Northern Dynasty Minerals Ltd.","Canada",196.11,526.75,2.04%,0.00%,13.83%,0.07%,1.25%,6.60,-0.03%,0.97%,0.97%,0.97%,0.63%,1.31%,-4.03%,-1.46%,3.76%,3.76%,14.54%,28.64%,4.20%,29.33%,43.08%,12.81%,0.02,6.56%,5.52%,20.28%,21.12%,19.68%,5/17/2024 8:30:00 AM,4.20%,2.88%,999.23,8.64,746812,0.34,0.35,0.36,0.35,0.36,7.20%,
93,"HOOD","Robinhood Markets Inc","USA",20731.84,550.12,37.40%,-1.25%,45.79%,4.22%,6.24%,34.32,-0.17%,0.30%,0.37%,0.72%,2.30%,3.42%,2.25%,3.01%,3.33%,3.37%,6.79%,-0.46%,31.27%,101.45%,89.48%,85.16%,1.02,4.16%,4.08%,5.52%,13.14%,59.64%,8/7/2024 4:30:00 PM,2.52%,3.28%,17059.41,2.73,4025029,22.28,23.01,23.68,22.76,23.59,5.88%,
94,"OPEN","Opendoor Technologies Inc","USA",1573.34,560.46,18.96%,-1.41%,55.78%,-3.59%,15.00%,84.07,-0.22%,0.44%,0.66%,1.11%,-0.26%,-2.32%,-4.40%,-4.02%,-4.41%,-3.60%,25.69%,2.02%,-2.78%,-36.10%,-52.90%,-49.22%,0.14,7.60%,7.19%,19.52%,8.31%,-16.68%,8/1/2024 4:30:00 PM,-3.60%,4.42%,15545.57,3.31,4452177,2.26,2.36,2.37,2.24,2.28,0.66%,
95,"CYBN","Cybin Inc","Canada",252.41,695.84,8.45%,0.00%,42.25%,,2.79%,19.38,0.03%,0.03%,1.13%,0.64%,1.28%,2.53%,2.82%,3.91%,3.78%,3.78%,25.56%,11.07%,-9.26%,-20.93%,-28.58%,-19.00%,0.02,9.40%,7.33%,22.01%,5.85%,-17.36%,6/25/2024 8:30:00 AM,3.78%,0.00%,4131.50,2.67,955133,0.32,0.32,0.33,0.32,0.33,3.78%,
96,"AUR","Aurora Innovation Inc","USA",6404.19,791.49,49.02%,2.52%,42.00%,-4.95%,10.81%,85.57,-0.24%,0.86%,0.98%,0.75%,-0.51%,4.17%,6.31%,5.50%,6.04%,7.14%,38.42%,63.04%,34.36%,26.15%,25.38%,-5.61%,0.22,7.91%,6.87%,50.68%,51.26%,51.99%,7/31/2024 4:30:00 PM,5.77%,5.41%,9344.03,4.06,3281960,3.70,3.90,4.20,3.88,4.12,11.49%,
97,"UNH","Unitedhealth Group Inc","USA",479812.51,918.59,0.20%,-1.66%,89.34%,-0.70%,0.84%,7.69,0.06%,0.46%,0.28%,0.33%,-0.43%,-1.11%,-0.16%,0.06%,-0.51%,-0.34%,6.54%,5.73%,18.70%,-3.40%,16.43%,-0.98%,10.82,2.05%,2.02%,5.80%,4.40%,2.24%,7/16/2024 8:30:00 AM,-0.56%,2.48%,4176.15,2.14,772929,511.53,524.24,530.82,518.42,521.32,1.91%,
98,"MS","Morgan Stanley","USA",169286.09,1243.40,23.49%,-0.11%,61.28%,-1.02%,0.81%,10.07,0.02%,-0.04%,-0.05%,-0.14%,0.34%,0.46%,0.62%,0.41%,0.44%,0.17%,3.55%,8.90%,20.86%,15.09%,20.83%,11.71%,1.63,1.77%,1.56%,5.34%,6.29%,18.03%,7/16/2024 8:30:00 AM,0.28%,-0.21%,6037.95,2.05,1070536,104.09,103.87,104.55,103.41,104.17,0.07%,
99,"TSLA","Tesla Inc","USA",821362.56,2774.58,13.00%,-0.07%,45.48%,,3.79%,105.20,0.04%,-0.33%,-0.70%,-1.02%,-0.22%,1.16%,0.04%,-0.11%,-0.03%,-0.44%,1.82%,45.27%,50.57%,13.35%,-7.32%,3.65%,12.27,7.42%,5.23%,20.75%,34.59%,25.36%,7/23/2024 4:30:00 PM,0.62%,3.12%,97485.38,2.54,21457612,248.23,255.96,261.50,252.86,257.55,3.75%,
100,"LYG","Lloyds Banking Group plc ADR","United Kingdom",47231.03,15583.50,0.03%,0.00%,2.36%,9.07%,0.09%,13.28,0.17%,0.17%,0.33%,0.17%,0.17%,0.17%,0.33%,0.33%,0.00%,0.00%,1.34%,9.78%,22.67%,32.31%,30.04%,26.78%,0.06,1.15%,1.40%,6.90%,9.06%,26.59%,4/24/2024 8:30:00 AM,0.50%,-0.17%,9242.84,3.25,2596442,3.02,3.02,3.03,3.01,3.03,0.33%,
101,"HEPS","D-MARKET Electronic Services & Trading ADR","Turkey",928.55,,,,6.01%,,,0.16,-0.60%,-1.14%,-1.17%,-1.17%,-0.88%,0.00%,-0.61%,0.30%,0.30%,0.61%,6.80%,47.32%,142.65%,92.98%,81.32%,83.33%,0.17,8.04%,7.69%,39.53%,64.33%,106.02%,6/13/2024 8:30:00 AM,-0.60%,2.47%,568.49,4.77,234538,3.24,3.32,3.34,3.29,3.30,1.85%,
