"No.","Ticker","Company","Country","Market Cap","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Interest","Performance (1 Minute)","Performance (2 Minutes)","Performance (3 Minutes)","Performance (5 Minutes)","Performance (10 Minutes)","Performance (15 Minutes)","Performance (30 Minutes)","Performance (1 Hour)","Performance (2 Hours)","Performance (4 Hours)","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","Earnings Date","Change from Open","Gap","Average Volume","Relative Volume","Volume","Prev Close","Open","High","Low","Price","Change","After-Hours Close"
56,"ARBK","Argo Blockchain Plc ADR","United Kingdom",68.26,53.53,,,4.14%,-8.24%,1.41%,0.75,0.00%,0.01%,0.01%,0.43%,0.86%,1.30%,0.43%,0.84%,-1.65%,-1.66%,0.01%,-14.49%,-18.05%,-53.54%,-53.17%,-68.45%,0.10,7.46%,8.51%,-1.02%,-9.98%,-28.69%,5/23/2024 4:30:00 PM,1.73%,3.11%,275.17,4.41,149298,1.12,1.16,1.23,1.15,1.18,4.90%,
57,"ENV","Envestnet Inc.","USA",3408.00,54.41,1.28%,4.77%,108.86%,0.31%,6.62%,3.60,-0.02%,-0.02%,-0.05%,-0.05%,-0.15%,-0.13%,-0.31%,0.29%,0.41%,0.41%,-2.23%,1.73%,7.92%,21.09%,0.34%,24.88%,1.57,2.63%,2.58%,-0.42%,-3.45%,18.23%,5/7/2024 4:30:00 PM,0.00%,0.41%,765.62,2.51,236162,61.59,61.84,62.26,61.83,61.84,0.41%,
58,"AVAH","Aveanna Healthcare Holdings Inc","USA",678.14,54.51,71.67%,0.00%,20.36%,-0.02%,1.58%,0.86,-0.12%,-0.12%,-0.12%,1.00%,-2.08%,-1.81%,1.05%,6.82%,8.46%,8.46%,37.16%,38.78%,50.64%,47.49%,114.94%,31.53%,0.23,7.72%,8.64%,35.36%,36.34%,55.57%,5/9/2024 8:30:00 AM,6.82%,3.45%,109.87,10.39,140490,3.19,3.30,3.66,3.30,3.53,10.50%,
59,"POET","POET Technologies Inc","Canada",205.87,60.36,1.19%,0.00%,10.73%,-10.89%,0.75%,0.45,-0.23%,-0.44%,-0.15%,0.00%,0.60%,-0.59%,7.19%,5.65%,5.97%,5.97%,4.98%,92.57%,209.17%,233.66%,-21.81%,260.27%,0.34,14.11%,13.24%,41.09%,54.96%,98.27%,5/15/2024 4:30:00 PM,6.98%,1.61%,1323.70,2.77,450599,3.10,3.15,3.49,3.11,3.37,8.71%,
60,"ZTR","Virtus Total Return Fund Inc.","USA",348.72,61.71,0.10%,8.82%,41.30%,136.30%,,,0.00%,0.18%,0.09%,0.16%,0.09%,0.09%,0.89%,0.89%,0.89%,0.89%,2.91%,3.67%,5.41%,2.36%,-7.68%,2.54%,0.07,1.13%,1.15%,4.25%,4.11%,6.88%,,0.89%,0.54%,281.43,5.19,179761,5.57,5.60,5.66,5.59,5.65,1.44%,
61,"VRNA","Verona Pharma Plc ADR","United Kingdom",1776.37,62.41,23.03%,-0.39%,59.88%,43.22%,13.84%,8.64,0.22%,-0.23%,-0.37%,0.06%,0.78%,1.12%,4.25%,2.38%,4.33%,2.67%,28.80%,48.53%,37.70%,16.17%,0.82%,10.21%,1.24,9.47%,8.63%,34.96%,51.20%,40.09%,5/9/2024 8:30:00 AM,5.18%,0.05%,1188.89,2.05,299407,20.82,20.83,22.02,20.83,21.91,5.23%,
62,"ARQQ","Arqit Quantum Inc","United Kingdom",65.65,63.20,62.47%,0.00%,5.34%,26.67%,4.88%,3.08,0.78%,0.80%,2.07%,0.52%,-0.56%,-1.12%,2.28%,1.59%,2.18%,2.18%,13.68%,1.35%,-21.52%,-13.57%,-70.91%,-17.76%,0.03,9.95%,8.91%,16.45%,3.56%,-22.17%,5/20/2024 8:30:00 AM,0.46%,7.48%,1790.20,3.43,756062,0.36,0.39,0.40,0.38,0.39,7.98%,
63,"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund Inc","USA",317.89,64.81,,,52.75%,,0.17%,0.11,0.20%,0.41%,0.41%,0.62%,0.62%,0.82%,1.13%,1.13%,1.13%,1.13%,4.14%,4.36%,7.80%,4.58%,0.10%,5.26%,0.06,1.25%,1.12%,3.94%,4.18%,5.90%,,0.51%,0.83%,194.51,8.05,192674,4.84,4.88,4.91,4.85,4.91,1.34%,
64,"TEX","Terex Corp.","USA",3725.05,65.59,2.54%,-10.14%,92.80%,-0.05%,7.97%,5.23,-0.16%,-0.25%,0.09%,0.06%,0.46%,0.52%,0.95%,0.95%,0.95%,0.95%,4.06%,0.20%,-12.66%,-2.64%,-12.55%,-3.67%,1.62,2.68%,2.85%,3.37%,-2.96%,-1.89%,4/25/2024 4:30:00 PM,0.54%,0.80%,828.76,2.57,262485,54.62,55.06,55.64,53.90,55.35,1.34%,
65,"OKLO","Oklo Inc.","USA",1064.71,69.37,43.19%,0.00%,19.48%,0.29%,7.99%,5.54,0.34%,0.52%,0.81%,0.81%,0.70%,0.75%,-1.66%,-3.22%,-3.00%,-3.22%,17.52%,-14.51%,-31.66%,-18.05%,-15.83%,-17.42%,0.92,11.92%,10.49%,0.72%,-11.11%,-18.14%,05/29/2024,-2.02%,3.37%,3772.08,2.75,1278354,8.61,8.90,8.90,8.54,8.72,1.28%,
66,"RUM","Rumble Inc","USA",1827.94,69.94,75.21%,-1.26%,9.12%,160.55%,19.74%,13.80,0.76%,0.86%,0.93%,1.09%,1.65%,3.84%,-4.28%,-3.71%,-3.82%,-1.97%,13.49%,11.53%,1.89%,74.66%,-26.20%,44.32%,0.30,3.98%,4.13%,15.50%,3.74%,9.97%,5/14/2024 4:30:00 PM,-3.43%,12.96%,1138.40,16.82,2357187,5.94,6.71,6.83,6.24,6.48,9.09%,
67,"SSB","SouthState Corporation","USA",6513.48,75.37,1.07%,-1.80%,88.34%,-4.74%,4.64%,3.50,0.59%,0.40%,0.51%,0.53%,0.65%,0.65%,0.90%,0.90%,0.90%,0.90%,13.26%,16.49%,8.82%,4.79%,19.42%,1.23%,1.90,3.12%,2.29%,13.40%,11.36%,10.15%,7/24/2024 4:30:00 PM,1.90%,0.62%,501.54,2.17,133735,83.38,83.90,85.47,84.47,85.49,2.53%,
68,"UPST","Upstart Holdings Inc","USA",2496.67,75.47,14.12%,-2.59%,44.29%,-14.32%,33.34%,25.16,0.55%,0.74%,0.76%,0.96%,2.18%,2.93%,2.75%,2.45%,1.88%,2.01%,22.35%,13.73%,19.27%,-14.50%,-40.06%,-30.47%,1.26,5.12%,4.94%,21.41%,16.90%,2.00%,8/6/2024 4:30:00 PM,2.30%,2.43%,4697.53,2.63,1518574,27.11,27.77,28.42,27.48,28.41,4.80%,
69,"NCZ","Virtus Convertible & Income Fund II","USA",228.73,76.11,,,34.09%,,0.13%,0.10,0.00%,0.00%,0.00%,-0.15%,-0.07%,-0.20%,-0.08%,-0.08%,0.17%,0.17%,1.52%,3.62%,6.94%,0.84%,-2.12%,0.84%,0.04,1.08%,1.29%,2.76%,3.87%,5.69%,,-0.08%,0.24%,381.79,2.83,132937,3.00,3.01,3.02,3.00,3.01,0.17%,
70,"SMR","NuScale Power Corporation","USA",1455.60,77.81,12.11%,-1.57%,32.33%,4.26%,19.19%,14.93,0.06%,0.06%,-0.48%,-0.30%,0.98%,0.49%,-1.67%,1.80%,3.55%,3.40%,20.09%,94.56%,211.95%,602.56%,108.89%,399.70%,1.31,11.69%,11.76%,46.51%,86.22%,220.52%,8/8/2024 4:30:00 PM,-2.26%,9.65%,5219.98,5.81,3731788,15.34,16.82,16.90,15.95,16.44,7.17%,
71,"IGD","Voya Global Equity Dividend and Premium Opportunity Fund","USA",418.00,78.87,,,34.97%,,0.05%,0.04,0.09%,0.28%,0.28%,0.28%,0.09%,0.38%,0.95%,0.95%,0.95%,0.95%,3.72%,3.51%,5.16%,3.92%,2.12%,6.64%,0.06,0.92%,0.96%,3.04%,2.91%,5.16%,,0.95%,0.77%,209.83,4.90,126598,5.21,5.25,5.30,5.21,5.30,1.73%,
72,"HUT","Hut 8 Corp","USA",1674.02,80.09,11.40%,-0.52%,30.23%,,10.57%,8.47,0.33%,0.76%,1.26%,0.75%,2.60%,1.48%,1.65%,2.49%,3.75%,4.46%,5.95%,69.44%,139.90%,64.77%,-17.14%,38.83%,1.43,11.41%,10.51%,28.07%,65.23%,85.57%,5/15/2024 8:30:00 AM,1.81%,7.25%,4600.80,3.58,2029211,16.96,18.19,18.70,17.96,18.52,9.20%,
73,"OPTT","Ocean Power Technologies","USA",36.18,85.17,5.84%,0.00%,3.92%,-13.16%,11.17%,9.51,0.65%,1.37%,1.73%,2.77%,2.54%,4.28%,0.25%,0.35%,9.44%,10.50%,-0.02%,161.10%,68.14%,29.74%,-34.97%,26.58%,0.06,19.73%,21.78%,56.28%,88.57%,42.50%,7/25/2024 4:30:00 PM,1.73%,7.26%,29053.24,3.56,12739337,0.37,0.39,0.41,0.38,0.40,9.11%,
74,"AWP","abrdn Global Premier Properties Fund","USA",332.24,85.41,,,15.63%,,0.41%,0.35,0.07%,0.07%,0.00%,0.00%,0.13%,0.00%,0.78%,0.78%,1.04%,1.04%,2.91%,3.73%,7.16%,1.04%,-5.35%,0.26%,0.06,1.07%,1.47%,2.75%,2.63%,4.86%,,0.52%,1.31%,260.82,4.46,143282,3.82,3.87,3.89,3.86,3.89,1.83%,
75,"POWW","AMMO Inc","USA",236.57,89.26,25.11%,-1.46%,27.59%,-8.60%,3.19%,2.85,1.02%,0.76%,-0.22%,-0.70%,0.78%,6.20%,10.28%,10.89%,9.07%,12.78%,24.84%,-20.28%,-19.64%,-5.48%,-10.18%,-5.48%,0.12,3.64%,6.72%,14.94%,-9.17%,-13.70%,6/13/2024 4:30:00 PM,9.07%,9.64%,703.25,17.68,1530399,1.66,1.82,2.02,1.79,1.99,19.58%,
76,"HUMA","Humacyte Inc","USA",963.38,91.98,22.76%,-10.97%,19.50%,-9.29%,8.97%,8.25,0.13%,-2.59%,-1.34%,-0.96%,2.28%,4.54%,9.62%,3.16%,7.44%,11.44%,42.68%,10.22%,180.91%,199.64%,153.61%,184.87%,0.68,9.85%,9.66%,42.66%,32.15%,113.33%,5/10/2024 8:30:00 AM,7.87%,7.30%,2897.13,7.12,2539048,6.99,7.50,8.34,7.28,8.09,15.74%,
77,"ASTL","Algoma Steel Group Inc","Canada",864.03,94.55,9.17%,0.00%,70.88%,-34.32%,3.18%,3.01,0.97%,0.97%,-0.48%,0.97%,3.11%,4.28%,6.00%,5.73%,7.79%,8.78%,16.74%,14.80%,7.24%,-11.04%,14.64%,-17.25%,0.28,3.06%,3.46%,17.14%,11.08%,5.04%,6/20/2024 4:30:00 PM,6.96%,5.58%,359.97,7.87,348669,7.35,7.76,8.35,7.76,8.30,12.93%,
78,"TMQ","Trilogy Metals Inc","Canada",97.94,98.51,38.64%,-0.80%,22.26%,,0.84%,0.82,2.07%,2.07%,2.07%,4.22%,0.71%,1.01%,1.18%,3.21%,5.17%,5.17%,19.61%,25.26%,15.53%,37.70%,9.52%,41.86%,0.03,5.24%,7.04%,24.62%,26.94%,31.41%,7/10/2024 8:30:00 AM,1.67%,8.55%,262.83,10.69,338868,0.55,0.60,0.61,0.58,0.61,10.36%,
79,"ECAT","BlackRock ESG Capital Allocation Term Trust","USA",1838.15,101.79,0.18%,,20.50%,25.83%,0.11%,0.11,0.00%,0.06%,-0.06%,0.00%,0.22%,0.31%,1.58%,1.58%,2.27%,1.35%,1.06%,2.62%,9.73%,11.08%,13.67%,11.84%,0.23,1.38%,1.18%,2.60%,3.96%,10.34%,,1.58%,-1.00%,248.68,4.76,145829,17.94,17.76,18.09,17.71,18.04,0.56%,
80,"BIRD","Allbirds Inc","USA",109.41,102.03,35.20%,-0.06%,23.85%,3.14%,9.82%,10.01,-1.32%,0.09%,0.10%,-1.92%,-2.99%,0.00%,5.35%,2.34%,-0.74%,13.01%,36.50%,23.10%,11.56%,-31.87%,-46.13%,-43.27%,0.07,17.93%,10.30%,26.49%,17.42%,-16.65%,5/8/2024 4:30:00 PM,7.62%,7.65%,1353.32,4.47,743880,0.60,0.65,0.72,0.65,0.69,15.86%,
81,"HIVE","HIVE Digital Technologies Ltd.","Canada",387.02,104.09,0.49%,0.00%,32.97%,,5.24%,5.46,-0.13%,0.00%,0.15%,-0.27%,0.00%,0.00%,-1.07%,-0.29%,-0.80%,0.54%,8.19%,24.16%,29.82%,-8.87%,-44.28%,-18.32%,0.27,8.04%,9.23%,15.46%,30.95%,13.65%,6/24/2024 8:30:00 AM,-0.27%,5.40%,3445.40,2.15,913339,3.52,3.71,3.75,3.66,3.70,5.11%,
82,"EVLV","Evolv Technologies Holdings Inc","USA",483.88,106.45,31.80%,-1.23%,39.04%,2.18%,10.46%,11.14,0.16%,0.65%,0.98%,1.64%,0.98%,3.33%,0.65%,0.00%,0.00%,4.03%,20.16%,29.17%,-23.46%,-28.98%,-48.76%,-34.32%,0.17,6.32%,5.95%,26.61%,12.86%,-20.87%,5/9/2024 4:30:00 PM,-1.90%,10.49%,1483.78,2.74,501135,2.86,3.16,3.16,2.96,3.10,8.39%,
83,"NFGC","New Found Gold Corp","Canada",675.36,108.43,44.85%,0.00%,3.43%,,0.57%,0.62,0.00%,0.15%,0.29%,0.59%,1.33%,3.15%,3.46%,4.73%,3.78%,3.78%,22.68%,3.46%,-11.47%,4.09%,-33.56%,-1.86%,0.17,7.43%,5.37%,15.38%,3.53%,-2.77%,5/9/2024 8:30:00 AM,3.78%,1.22%,343.66,2.51,106051,3.27,3.31,3.44,3.27,3.43,5.05%,
84,"CXW","CoreCivic Inc","USA",1579.75,108.47,2.51%,-5.28%,85.23%,-7.93%,4.27%,4.63,0.27%,0.91%,-0.11%,-0.18%,0.13%,0.20%,0.87%,-0.78%,-0.78%,-0.64%,6.92%,24.44%,-7.68%,2.67%,48.68%,-2.28%,0.50,2.18%,3.24%,13.74%,0.81%,1.21%,8/7/2024 4:30:00 PM,-1.66%,8.23%,917.15,2.91,328607,13.34,14.44,14.44,13.90,14.20,6.44%,
85,"NE","Noble Corp Plc","USA",6645.92,112.69,21.14%,1.48%,72.12%,3.20%,7.36%,8.29,0.21%,0.11%,0.18%,0.57%,0.88%,1.26%,0.21%,0.82%,0.82%,0.64%,5.94%,1.54%,-4.62%,4.04%,-5.72%,-3.43%,1.14,1.98%,2.52%,4.94%,3.04%,1.05%,5/6/2024 4:30:00 PM,0.74%,0.89%,1128.98,2.11,293318,45.76,46.17,46.53,45.85,46.51,1.63%,
86,"LADR","Ladder Capital Corp","USA",1503.99,113.02,11.63%,0.01%,63.57%,-1.65%,1.34%,1.52,0.17%,0.21%,0.21%,0.26%,0.09%,0.17%,-0.25%,-0.25%,-0.76%,-0.76%,4.35%,6.52%,11.89%,3.98%,6.04%,2.17%,0.18,1.43%,1.53%,4.37%,5.30%,8.09%,4/25/2024 8:30:00 AM,-0.34%,0.60%,503.69,2.19,135571,11.73,11.80,11.84,11.70,11.76,0.26%,
87,"INUV","Inuvo Inc","USA",43.45,114.56,18.26%,0.00%,19.90%,-1.22%,0.05%,0.06,0.65%,0.65%,0.00%,0.03%,0.65%,0.03%,4.20%,3.71%,4.84%,4.84%,18.32%,19.88%,-6.23%,-29.55%,34.78%,-27.06%,0.03,7.95%,10.91%,17.00%,9.32%,-3.79%,5/7/2024 4:30:00 PM,6.90%,0.87%,284.66,9.59,335866,0.29,0.29,0.31,0.30,0.31,7.83%,
88,"HYLN","Hyliion Holdings Corporation","USA",358.52,115.44,33.67%,0.02%,21.93%,11.52%,8.82%,10.18,0.24%,0.49%,0.24%,0.49%,-0.72%,-0.01%,0.04%,0.49%,7.85%,1.98%,22.62%,37.33%,45.07%,121.22%,-4.63%,153.16%,0.10,7.05%,6.09%,26.50%,32.73%,72.66%,4/30/2024 4:30:00 PM,0.00%,1.98%,637.72,3.02,237063,2.02,2.06,2.08,2.03,2.06,1.98%,
89,"QBTS","D-Wave Quantum Inc","USA",162.40,119.78,5.23%,-1.67%,21.53%,12.45%,5.92%,7.09,-0.39%,0.50%,1.18%,2.39%,4.90%,5.98%,4.48%,3.63%,5.31%,5.31%,3.63%,10.78%,-21.17%,62.99%,-51.14%,46.01%,0.11,13.92%,9.01%,12.62%,3.61%,5.10%,5/13/2024 8:30:00 AM,4.47%,1.65%,3711.65,2.21,1010222,1.21,1.23,1.29,1.20,1.28,6.20%,
90,"BTBT","Bit Digital Inc","USA",483.39,120.26,0.61%,0.00%,34.46%,-41.89%,19.01%,22.86,0.00%,-0.13%,0.15%,-0.50%,-0.13%,0.50%,0.63%,-0.89%,-1.11%,-1.84%,5.97%,45.80%,93.93%,26.42%,-9.41%,-5.56%,0.31,9.38%,10.32%,25.36%,45.89%,51.77%,5/15/2024 4:30:00 PM,-0.99%,6.18%,8700.08,3.69,3947484,3.80,4.03,4.05,3.90,3.99,5.13%,
91,"GEO","Geo Group, Inc.","USA",2371.79,129.36,5.06%,0.50%,77.81%,-7.81%,7.99%,10.33,0.00%,0.29%,0.12%,0.00%,-0.20%,-1.02%,-0.29%,2.41%,1.01%,0.64%,15.54%,35.94%,13.21%,58.47%,134.19%,60.66%,0.67,3.27%,4.02%,23.65%,24.69%,45.80%,5/7/2024 8:30:00 AM,-1.08%,10.35%,2358.90,5.97,1733741,15.94,17.59,17.80,17.23,17.40,9.16%,
92,"RGTI","Rigetti Computing Inc","USA",194.10,135.90,20.95%,-0.62%,19.37%,-8.91%,15.09%,20.51,0.44%,0.36%,-0.09%,-0.08%,0.80%,0.79%,2.77%,3.55%,4.58%,2.64%,8.56%,10.69%,-4.32%,5.51%,-43.55%,14.63%,0.10,14.97%,9.90%,13.43%,3.93%,-8.67%,5/9/2024 4:30:00 PM,2.64%,1.85%,4845.42,2.37,1415243,1.08,1.10,1.14,1.09,1.13,4.54%,
93,"RVMD","Revolution Medicines Inc","USA",7508.69,137.26,16.81%,-0.47%,82.63%,7.96%,11.72%,16.09,-0.15%,1.27%,1.11%,2.51%,3.23%,3.20%,-2.92%,-5.66%,0.73%,1.27%,14.98%,13.80%,26.17%,60.81%,71.54%,58.68%,2.02,5.74%,3.81%,15.64%,16.32%,47.87%,5/8/2024 4:30:00 PM,-4.09%,5.12%,1351.15,14.57,2422811,45.14,47.45,48.23,42.61,45.51,0.82%,
94,"IGR","CBRE Global Real Estate Income Fund","USA",746.91,139.66,0.02%,6.67%,25.14%,,0.09%,0.13,-0.05%,0.02%,0.12%,0.21%,0.12%,0.12%,0.88%,0.68%,1.05%,1.05%,6.09%,5.05%,7.59%,-2.98%,-4.54%,-1.73%,0.08,1.62%,1.54%,5.83%,5.55%,8.02%,,0.88%,0.76%,468.91,2.78,160508,5.25,5.29,5.34,5.28,5.34,1.64%,
95,"SILV","SilverCrest Metals Inc","Canada",1479.23,143.89,2.29%,0.00%,55.57%,,4.71%,6.78,0.20%,0.15%,0.15%,0.45%,1.16%,1.95%,3.03%,4.09%,2.60%,2.81%,11.74%,22.65%,39.32%,64.94%,63.33%,53.36%,0.35,4.05%,3.54%,17.89%,16.98%,52.26%,5/14/2024 4:30:00 PM,2.50%,-0.31%,1576.50,2.30,445612,9.83,9.80,10.05,9.74,10.05,2.19%,
96,"CORZ","Core Scientific Inc","USA",1935.70,145.91,17.93%,1.11%,28.02%,,22.62%,33.00,-0.47%,-0.02%,0.35%,0.74%,-0.88%,-1.02%,1.38%,3.11%,2.62%,3.01%,5.10%,13.77%,261.73%,,,216.52%,0.88,11.31%,9.83%,12.45%,59.47%,124.88%,5/8/2024 4:30:00 PM,1.29%,6.44%,10309.81,4.62,5860834,10.10,10.75,11.22,10.56,10.89,7.80%,
97,"STLD","Steel Dynamics Inc.","USA",21318.36,146.80,6.57%,-0.23%,84.13%,-3.64%,4.22%,6.19,-0.33%,-0.48%,-0.78%,-0.73%,-0.39%,0.41%,2.45%,2.72%,4.85%,4.85%,9.18%,12.33%,-3.52%,19.94%,25.75%,14.88%,3.50,2.02%,2.63%,7.65%,4.92%,10.00%,7/17/2024 4:30:00 PM,3.68%,1.27%,1283.90,2.19,345961,129.22,130.86,137.22,131.18,135.67,4.99%,
98,"ZETA","Zeta Global Holdings Corp","USA",4165.76,159.64,27.04%,0.00%,56.88%,12.33%,6.77%,10.81,0.53%,0.69%,0.90%,0.85%,0.47%,2.53%,2.24%,3.53%,3.19%,4.67%,11.21%,9.55%,59.20%,104.95%,112.98%,115.87%,0.73,4.47%,3.79%,13.67%,16.24%,69.27%,7/31/2024 4:30:00 PM,3.70%,3.96%,2476.10,2.71,827375,17.66,18.36,19.04,18.36,19.04,7.81%,
99,"IREN","Iris Energy Ltd","Australia",2344.28,164.78,10.87%,0.00%,15.99%,-1.50%,3.68%,6.06,-0.24%,-0.04%,0.40%,-0.83%,0.08%,-0.86%,-2.76%,-1.71%,-2.31%,-0.78%,-13.33%,-6.42%,172.69%,109.93%,63.61%,77.34%,1.49,17.87%,12.49%,-3.84%,32.16%,109.71%,5/15/2024 4:30:00 PM,-2.08%,5.20%,14367.96,2.24,3961006,12.31,12.95,13.14,12.60,12.68,3.01%,
100,"PNR","Pentair plc","United Kingdom",13244.21,165.29,0.44%,-3.28%,93.94%,4.48%,3.12%,5.16,0.16%,0.20%,0.25%,0.29%,0.76%,0.72%,0.53%,0.53%,0.68%,0.68%,6.08%,-0.28%,-1.64%,11.55%,19.52%,9.71%,1.79,1.73%,2.19%,3.82%,0.32%,8.50%,7/23/2024 8:30:00 AM,0.67%,0.01%,1509.28,3.73,692487,79.23,79.24,79.77,78.82,79.77,0.68%,
101,"CTXR","Citius Pharmaceuticals Inc","USA",133.03,168.37,6.81%,0.00%,14.92%,-6.74%,8.41%,14.15,-1.07%,0.18%,0.18%,-0.50%,-1.02%,0.86%,-0.53%,0.85%,-0.51%,-0.51%,22.33%,13.96%,-6.54%,-0.62%,-39.15%,-2.67%,0.06,11.89%,9.42%,17.99%,13.05%,0.99%,5/14/2024 4:30:00 PM,-0.51%,0.84%,2127.63,3.18,833064,0.73,0.74,0.77,0.73,0.74,0.33%,
102,"GNS","Genius Group Ltd","Singapore",48.40,176.40,5.23%,0.00%,1.11%,,1.65%,2.91,-0.31%,0.00%,-0.84%,-2.48%,-4.02%,-6.78%,-16.13%,-7.14%,-13.30%,-13.30%,2.36%,-7.47%,-42.00%,-49.32%,-63.46%,-60.78%,0.03,7.15%,7.97%,0.53%,-16.19%,-47.21%,5/16/2024 8:30:00 AM,-12.61%,19.77%,3182.07,25.88,10133869,0.25,0.30,0.32,0.25,0.26,4.67%,
103,"IONQ","IonQ Inc","USA",1826.76,180.13,14.81%,-0.04%,35.95%,-1.22%,19.48%,35.09,0.36%,0.22%,0.33%,0.35%,0.12%,-0.01%,0.92%,1.51%,1.04%,1.28%,12.63%,8.66%,7.58%,-25.27%,-40.26%,-30.28%,0.45,7.62%,5.77%,17.51%,7.55%,-17.96%,5/8/2024 4:30:00 PM,1.51%,0.71%,4797.51,2.02,1190255,8.45,8.51,8.69,8.45,8.64,2.23%,
104,"CADE","Cadence Bank","USA",5562.30,180.56,1.19%,0.00%,83.86%,-1.79%,3.60%,6.50,0.30%,0.46%,0.45%,0.36%,0.63%,0.69%,1.20%,1.47%,1.37%,1.37%,10.13%,8.64%,13.46%,7.18%,43.79%,2.87%,0.68,2.48%,2.34%,8.66%,7.26%,13.86%,7/22/2024 4:30:00 PM,1.53%,0.77%,1214.49,2.43,363905,29.75,29.98,30.46,29.95,30.44,2.32%,
105,"LEGN","Legend Biotech Corp ADR","USA",10058.21,180.78,0.83%,0.00%,47.03%,19.01%,6.18%,11.16,0.02%,0.00%,-0.13%,0.25%,0.95%,0.60%,-0.58%,-2.71%,-6.70%,-5.68%,16.39%,20.61%,4.27%,-6.55%,-20.03%,-8.29%,2.54,6.79%,5.05%,22.73%,24.47%,-2.09%,5/13/2024 8:30:00 AM,0.31%,1.18%,1202.65,3.31,489366,54.37,55.01,57.49,54.19,55.18,1.49%,
106,"COIN","Coinbase Global Inc","USA",58489.86,188.34,23.30%,-4.53%,39.93%,-0.30%,4.87%,9.18,0.06%,0.39%,0.75%,0.71%,1.01%,0.67%,3.84%,4.15%,3.05%,3.87%,7.99%,-6.58%,-3.08%,68.73%,122.60%,36.95%,12.48,4.18%,4.68%,5.13%,4.97%,37.48%,5/9/2024 4:30:00 PM,3.84%,5.21%,8460.75,3.79,3941781,218.02,229.38,238.76,228.00,238.18,9.25%,
107,"CHX","ChampionX Corp.","USA",6302.28,188.92,0.79%,-1.77%,103.08%,-0.75%,2.56%,4.83,0.04%,0.17%,0.29%,0.23%,0.93%,0.78%,0.20%,0.20%,0.20%,0.20%,2.18%,4.57%,-11.08%,24.18%,-2.72%,13.30%,0.71,1.81%,2.24%,2.59%,1.27%,4.08%,4/24/2024 4:30:00 PM,0.53%,0.73%,1911.49,5.10,1200073,32.68,32.92,33.13,32.70,33.10,1.27%,
108,"PL","Planet Labs PBC","USA",619.37,192.12,33.93%,-0.00%,26.87%,8.64%,3.58%,6.87,-0.23%,0.00%,0.24%,0.48%,1.44%,2.16%,4.16%,2.41%,5.45%,5.45%,17.04%,4.42%,5.98%,-2.29%,-38.79%,-13.76%,0.10,5.62%,5.15%,14.34%,11.88%,-1.94%,6/6/2024 4:30:00 PM,2.90%,2.48%,1463.84,3.75,674737,2.02,2.07,2.14,2.03,2.13,5.45%,
109,"CIFR","Cipher Mining Inc","USA",1553.25,192.19,38.01%,-6.62%,16.66%,-2.08%,11.55%,22.21,0.00%,0.08%,0.80%,0.20%,0.50%,0.70%,2.45%,1.21%,1.38%,2.04%,8.44%,9.63%,30.98%,42.74%,-3.84%,21.31%,0.41,7.79%,9.40%,9.01%,18.77%,40.25%,5/7/2024 8:30:00 AM,1.42%,5.56%,8337.92,2.04,2088684,4.68,4.94,5.05,4.87,5.01,7.05%,
110,"ACHR","Archer Aviation Inc","USA",1784.93,202.65,40.57%,22.82%,34.55%,-4.06%,24.81%,50.28,0.12%,-0.09%,0.00%,0.10%,1.06%,2.05%,0.29%,-2.33%,-2.70%,-3.59%,16.85%,55.80%,30.55%,0.29%,2.65%,-14.74%,0.30,7.36%,7.77%,37.62%,43.23%,9.51%,5/9/2024 4:30:00 PM,-1.41%,5.15%,6943.82,4.13,3527713,5.05,5.31,5.31,5.07,5.24,3.66%,
111,"VZLA","Vizsla Silver Corp","Canada",493.07,214.34,9.76%,0.00%,28.59%,,1.14%,2.45,0.05%,1.02%,1.52%,1.27%,1.27%,1.27%,0.78%,-0.13%,2.77%,2.77%,17.29%,22.12%,46.20%,52.65%,66.08%,66.08%,0.09,5.33%,4.98%,17.32%,23.26%,55.92%,07/03/2024,0.53%,2.23%,1214.78,2.11,315555,2.02,2.07,2.08,2.03,2.08,2.77%,
112,"CLSK","Cleanspark Inc","USA",3869.23,220.35,3.30%,-13.49%,43.88%,4.32%,16.66%,36.72,0.35%,0.48%,0.83%,0.36%,0.83%,0.30%,0.44%,0.71%,1.43%,1.86%,10.12%,-1.57%,14.34%,83.37%,127.31%,53.94%,1.28,6.23%,7.76%,1.15%,1.98%,38.16%,5/9/2024 8:30:00 AM,0.24%,6.88%,30147.48,2.63,9763183,15.85,16.94,17.11,16.73,16.98,7.13%,
